  *WEL.ASC - BEK                                 13.10.2015 11:30

  Ergebnisse GewaesserImmission-SimulationsMOdell    : GISMO 4.10 
  ====================================================
                                                      
  SYDRO Consult GmbH - Darmstadt                      
  SYDRO Software GbR - Dieburg                        
                                                      
   xxxxxxxxxxxxx                          
   yyyyyyyyyyyyyyyyyyy                    
   zzzzzzzzzzzzzzzzzzzzzzz                
   Datum der Simulation   : 13.10.2015 11:30 Uhr
   Wellenausgabe - Becken : BEK             
  
 Datum_Zeit                  Qtzu             Qzu           Qtab1            Qab1          QabKue          QabBue          WSPABS          WSPREL          VolBek            O2zu           O2Bek           O2ab1           O2ab2           CSBzu          CSBBek          CSBab1          CSBab2           BSBzu          BSBBEK          BSBab1          BSBab2           NH4zu          NH4Bek          NH4ab1          NH4ab2             Tzu            TBek            Tab1            Tab2            pHzu           pHBEK           pHab1           pHab2           ALKzu          ALKBek          ALKab1          ALKab2           SICzu          SICBek          SICab1          SICab2             SSL  G  S
 -                          cbm/s           cbm/s           cbm/s           cbm/s           cbm/s           cbm/s             mNN               m          Tsdcbm            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l              °C              °C              °C              °C               -               -               -               -          mmol/l          mmol/l          mmol/l          mmol/l          mmol/l          mmol/l          mmol/l          mmol/l              kg  -  -
   19700623 19:40         0.00073         0.00073         0.00073         0.00073         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       984.14398         0.00000       984.14398         0.00000       447.33810         0.00000       447.33810         0.00000        35.78706         0.00000        35.78706         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 19:45         0.00073         0.00073         0.00073         0.00073         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       984.14398         0.00000       984.14398         0.00000       447.33810         0.00000       447.33810         0.00000        35.78706         0.00000        35.78706         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 19:50         0.00073         0.00073         0.00073         0.00073         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       984.14398         0.00000       984.14398         0.00000       447.33810         0.00000       447.33810         0.00000        35.78706         0.00000        35.78706         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 19:55         0.00073         0.00073         0.00073         0.00073         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       984.14398         0.00000       984.14398         0.00000       447.33810         0.00000       447.33810         0.00000        35.78706         0.00000        35.78706         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 20:00         0.00067         0.00067         0.00067         0.00067         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       974.53113         0.00000       974.53113         0.00000       442.96860         0.00000       442.96860         0.00000        35.43749         0.00000        35.43749         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 20:05         0.00066         0.00066         0.00066         0.00066         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       971.54681         0.00000       971.54681         0.00000       441.61215         0.00000       441.61215         0.00000        35.32898         0.00000        35.32898         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 20:10         0.00066         0.00066         0.00066         0.00066         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       971.35791         0.00000       971.35791         0.00000       441.52621         0.00000       441.52621         0.00000        35.32211         0.00000        35.32211         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 20:15         0.00066         0.00066         0.00066         0.00066         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       971.35565         0.00000       971.35565         0.00000       441.52521         0.00000       441.52521         0.00000        35.32203         0.00000        35.32203         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 20:20         0.00066         0.00066         0.00066         0.00066         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       971.35565         0.00000       971.35565         0.00000       441.52527         0.00000       441.52527         0.00000        35.32203         0.00000        35.32203         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 20:25         0.00066         0.00066         0.00066         0.00066         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       971.35565         0.00000       971.35565         0.00000       441.52527         0.00000       441.52527         0.00000        35.32203         0.00000        35.32203         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 20:30         0.00066         0.00066         0.00066         0.00066         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       971.35565         0.00000       971.35565         0.00000       441.52527         0.00000       441.52527         0.00000        35.32203         0.00000        35.32203         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 20:35         0.00066         0.00066         0.00066         0.00066         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       971.35565         0.00000       971.35565         0.00000       441.52527         0.00000       441.52527         0.00000        35.32203         0.00000        35.32203         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 20:40         0.00066         0.00066         0.00066         0.00066         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       971.35565         0.00000       971.35565         0.00000       441.52527         0.00000       441.52527         0.00000        35.32203         0.00000        35.32203         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 20:45         0.00066         0.00066         0.00066         0.00066         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       971.35565         0.00000       971.35565         0.00000       441.52527         0.00000       441.52527         0.00000        35.32203         0.00000        35.32203         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 20:50         0.00066         0.00066         0.00066         0.00066         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       971.35565         0.00000       971.35565         0.00000       441.52527         0.00000       441.52527         0.00000        35.32203         0.00000        35.32203         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 20:55         0.00066         0.00066         0.00066         0.00066         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       971.35565         0.00000       971.35565         0.00000       441.52527         0.00000       441.52527         0.00000        35.32203         0.00000        35.32203         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 21:00         0.00060         0.00060         0.00060         0.00060         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       959.56641         0.00000       959.56641         0.00000       436.16660         0.00000       436.16660         0.00000        34.89333         0.00000        34.89333         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 21:05         0.00059         0.00059         0.00059         0.00059         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       955.65125         0.00000       955.65125         0.00000       434.38696         0.00000       434.38696         0.00000        34.75096         0.00000        34.75096         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 21:10         0.00059         0.00059         0.00059         0.00059         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       955.39697         0.00000       955.39697         0.00000       434.27121         0.00000       434.27121         0.00000        34.74171         0.00000        34.74171         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 21:15         0.00059         0.00059         0.00059         0.00059         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       955.39386         0.00000       955.39386         0.00000       434.26999         0.00000       434.26999         0.00000        34.74160         0.00000        34.74160         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 21:20         0.00059         0.00059         0.00059         0.00059         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       955.39386         0.00000       955.39386         0.00000       434.26993         0.00000       434.26993         0.00000        34.74160         0.00000        34.74160         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 21:25         0.00059         0.00059         0.00059         0.00059         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       955.39386         0.00000       955.39386         0.00000       434.26993         0.00000       434.26993         0.00000        34.74160         0.00000        34.74160         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 21:30         0.00059         0.00059         0.00059         0.00059         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       955.39386         0.00000       955.39386         0.00000       434.26993         0.00000       434.26993         0.00000        34.74160         0.00000        34.74160         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 21:35         0.00059         0.00059         0.00059         0.00059         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       955.39386         0.00000       955.39386         0.00000       434.26993         0.00000       434.26993         0.00000        34.74160         0.00000        34.74160         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 21:40         0.00059         0.00059         0.00059         0.00059         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       955.39386         0.00000       955.39386         0.00000       434.26993         0.00000       434.26993         0.00000        34.74160         0.00000        34.74160         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 21:45         0.00059         0.00059         0.00059         0.00059         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       955.39386         0.00000       955.39386         0.00000       434.26993         0.00000       434.26993         0.00000        34.74160         0.00000        34.74160         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 21:50         0.00059         0.00059         0.00059         0.00059         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       955.39386         0.00000       955.39386         0.00000       434.26993         0.00000       434.26993         0.00000        34.74160         0.00000        34.74160         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 21:55         0.00059         0.00059         0.00059         0.00059         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       955.39386         0.00000       955.39386         0.00000       434.26993         0.00000       434.26993         0.00000        34.74160         0.00000        34.74160         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 22:00         0.00056         0.00056         0.00056         0.00056         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       948.34448         0.00000       948.34448         0.00000       431.06567         0.00000       431.06567         0.00000        34.48526         0.00000        34.48526         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 22:05         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       945.98236         0.00000       945.98236         0.00000       429.99194         0.00000       429.99194         0.00000        34.39936         0.00000        34.39936         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 22:10         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       945.83099         0.00000       945.83099         0.00000       429.92319         0.00000       429.92319         0.00000        34.39385         0.00000        34.39385         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 22:15         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       945.82922         0.00000       945.82922         0.00000       429.92239         0.00000       429.92239         0.00000        34.39380         0.00000        34.39380         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 22:20         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       945.82922         0.00000       945.82922         0.00000       429.92239         0.00000       429.92239         0.00000        34.39380         0.00000        34.39380         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 22:25         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       945.82922         0.00000       945.82922         0.00000       429.92239         0.00000       429.92239         0.00000        34.39380         0.00000        34.39380         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 22:30         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       945.82922         0.00000       945.82922         0.00000       429.92239         0.00000       429.92239         0.00000        34.39380         0.00000        34.39380         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 22:35         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       945.82922         0.00000       945.82922         0.00000       429.92239         0.00000       429.92239         0.00000        34.39380         0.00000        34.39380         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 22:40         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       945.82922         0.00000       945.82922         0.00000       429.92239         0.00000       429.92239         0.00000        34.39380         0.00000        34.39380         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 22:45         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       945.82922         0.00000       945.82922         0.00000       429.92239         0.00000       429.92239         0.00000        34.39380         0.00000        34.39380         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 22:50         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       945.82922         0.00000       945.82922         0.00000       429.92239         0.00000       429.92239         0.00000        34.39380         0.00000        34.39380         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 22:55         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       945.82922         0.00000       945.82922         0.00000       429.92239         0.00000       429.92239         0.00000        34.39380         0.00000        34.39380         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 23:00         0.00052         0.00052         0.00052         0.00052         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       937.87531         0.00000       937.87531         0.00000       426.30685         0.00000       426.30685         0.00000        34.10455         0.00000        34.10455         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 23:05         0.00052         0.00052         0.00052         0.00052         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       935.09265         0.00000       935.09265         0.00000       425.04205         0.00000       425.04205         0.00000        34.00337         0.00000        34.00337         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 23:10         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       934.91211         0.00000       934.91211         0.00000       424.95999         0.00000       424.95999         0.00000        33.99680         0.00000        33.99680         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 23:15         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       934.91010         0.00000       934.91010         0.00000       424.95901         0.00000       424.95901         0.00000        33.99672         0.00000        33.99672         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 23:20         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       934.91010         0.00000       934.91010         0.00000       424.95901         0.00000       424.95901         0.00000        33.99672         0.00000        33.99672         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 23:25         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       934.91010         0.00000       934.91010         0.00000       424.95901         0.00000       424.95901         0.00000        33.99672         0.00000        33.99672         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 23:30         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       934.91010         0.00000       934.91010         0.00000       424.95901         0.00000       424.95901         0.00000        33.99672         0.00000        33.99672         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 23:35         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       934.91010         0.00000       934.91010         0.00000       424.95901         0.00000       424.95901         0.00000        33.99672         0.00000        33.99672         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 23:40         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       934.91010         0.00000       934.91010         0.00000       424.95901         0.00000       424.95901         0.00000        33.99672         0.00000        33.99672         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 23:45         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       934.91010         0.00000       934.91010         0.00000       424.95901         0.00000       424.95901         0.00000        33.99672         0.00000        33.99672         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 23:50         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       934.91010         0.00000       934.91010         0.00000       424.95901         0.00000       424.95901         0.00000        33.99672         0.00000        33.99672         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700623 23:55         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       934.91010         0.00000       934.91010         0.00000       424.95901         0.00000       424.95901         0.00000        33.99672         0.00000        33.99672         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700624 00:00         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       934.91010         0.00000       934.91010         0.00000       424.95901         0.00000       424.95901         0.00000        33.99672         0.00000        33.99672         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700624 00:05         0.00036         0.00036         0.00036         0.00036         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       878.35797         0.00000       878.35797         0.00000       399.25366         0.00000       399.25366         0.00000        31.94029         0.00000        31.94029         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700624 00:10         0.00033         0.00033         0.00033         0.00033         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       847.14722         0.00000       847.14722         0.00000       385.06696         0.00000       385.06696         0.00000        30.80535         0.00000        30.80535         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700624 00:15         0.00033         0.00033         0.00033         0.00033         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       844.42322         0.00000       844.42322         0.00000       383.82874         0.00000       383.82874         0.00000        30.70630         0.00000        30.70630         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700624 00:20         0.00033         0.00033         0.00033         0.00033         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       844.39020         0.00000       844.39020         0.00000       383.81369         0.00000       383.81369         0.00000        30.70510         0.00000        30.70510         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700624 00:25         0.00033         0.00033         0.00033         0.00033         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       844.39014         0.00000       844.39014         0.00000       383.81366         0.00000       383.81366         0.00000        30.70510         0.00000        30.70510         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700624 00:30         0.00033         0.00033         0.00033         0.00033         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       844.39014         0.00000       844.39014         0.00000       383.81366         0.00000       383.81366         0.00000        30.70510         0.00000        30.70510         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
