  *WEL.ASC - BEK                                 13.10.2015 11:30

  Ergebnisse GewaesserImmission-SimulationsMOdell    : GISMO 4.10 
  ====================================================
                                                      
  SYDRO Consult GmbH - Darmstadt                      
  SYDRO Software GbR - Dieburg                        
                                                      
   xxxxxxxxxxxxx                          
   yyyyyyyyyyyyyyyyyyy                    
   zzzzzzzzzzzzzzzzzzzzzzz                
   Datum der Simulation   : 13.10.2015 11:30 Uhr
   Wellenausgabe - Becken : BEK             
  
 Datum_Zeit                  Qtzu             Qzu           Qtab1            Qab1          QabKue          QabBue          WSPABS          WSPREL          VolBek            O2zu           O2Bek           O2ab1           O2ab2           CSBzu          CSBBek          CSBab1          CSBab2           BSBzu          BSBBEK          BSBab1          BSBab2           NH4zu          NH4Bek          NH4ab1          NH4ab2             Tzu            TBek            Tab1            Tab2            pHzu           pHBEK           pHab1           pHab2           ALKzu          ALKBek          ALKab1          ALKab2           SICzu          SICBek          SICab1          SICab2             SSL  G  S
 -                          cbm/s           cbm/s           cbm/s           cbm/s           cbm/s           cbm/s             mNN               m          Tsdcbm            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l            mg/l              °C              °C              °C              °C               -               -               -               -          mmol/l          mmol/l          mmol/l          mmol/l          mmol/l          mmol/l          mmol/l          mmol/l              kg  -  -
   19700625 18:35         0.00070         0.00070         0.00070         0.00700         0.00000         0.00000         0.96343         0.96343         0.01540         7.76361         9.13453         9.08531         0.00000       977.73889       356.47845       350.27942         0.00000       444.42679        87.02403        84.20630         0.00000        35.55414         6.32131         6.09589         0.00000        16.62500        19.56042        19.45502         0.00000         6.50000         7.64779         0.00000         0.00000         1.00000         1.17658         1.17024         0.00000         1.63096         1.91896         1.90862         0.00000         0.00000  T  T
   19700625 18:40         0.00070         0.00070         0.00070         0.00700         0.00000         0.00000         0.83206         0.83206         0.01330         7.76361         9.24739         9.19096         0.00000       977.73889       370.69092       363.58469         0.00000       444.42679        93.48420        90.25412         0.00000        35.55414         6.83812         6.57972         0.00000        16.62500        19.80209        19.68126         0.00000         6.50000         7.74227         0.00000         0.00000         1.00000         1.19112         1.18385         0.00000         1.63096         1.94267         1.93081         0.00000         0.00000  T  T
   19700625 18:45         0.00070         0.00070         0.00070         0.00700         0.00000         0.00000         0.70068         0.70068         0.01120         7.76361         9.37959         9.31349         0.00000       977.73889       387.33984       379.01538         0.00000       444.42679       101.05182        97.26801         0.00000        35.55414         7.44353         7.14083         0.00000        16.62500        20.08519        19.94364         0.00000         6.50000         7.85296         0.00000         0.00000         1.00000         1.20815         1.19963         0.00000         1.63096         1.97044         1.95655         0.00000         0.00000  T  T
   19700625 18:50         0.00070         0.00070         0.00070         0.00700         0.00000         0.00000         0.56930         0.56930         0.00910         7.76361         9.53914         9.45937         0.00000       977.73889       407.43338       397.38660         0.00000       444.42679       110.18517       105.61850         0.00000        35.55414         8.17420         7.80887         0.00000        16.62500        20.42686        20.25603         0.00000         6.50000         7.98654         0.00000         0.00000         1.00000         1.22870         1.21842         0.00000         1.63096         2.00396         1.98720         0.00000         0.00000  T  T
   19700625 18:55         0.00070         0.00070         0.00070         0.00700         0.00000         0.00000         0.43792         0.43792         0.00700         7.76361         9.74032         9.63973         0.00000       977.73889       432.76846       420.10092         0.00000       444.42679       121.70110       115.94314         0.00000        35.55414         9.09548         8.63484         0.00000        16.62500        20.85765        20.64226         0.00000         6.50000         8.15497         0.00000         0.00000         1.00000         1.25461         1.24166         0.00000         1.63096         2.04622         2.02509         0.00000         0.00000  T  T
   19700625 19:00         0.00073         0.00073         0.00073         0.00700         0.00000         0.00000         0.30655         0.30655         0.00490         7.76361        10.02544         9.88288         0.00000       982.72070       468.85980       450.81415         0.00000       446.69125       138.10628       129.90369         0.00000        35.73530        10.40789         9.75168         0.00000        16.62500        21.46822        21.16294         0.00000         6.50000         8.39369         0.00000         0.00000         1.00000         1.29134         1.27297         0.00000         1.63096         2.10612         2.07617         0.00000         0.00000  T  T
   19700625 19:05         0.00073         0.00073         0.00073         0.00700         0.00000         0.00000         0.17517         0.17517         0.00280         7.76361        10.46915        10.24729         0.00000       984.06525       525.10168       496.98074         0.00000       447.30231       163.67082       150.88855         0.00000        35.78419        12.45305        11.43047         0.00000        16.62500        22.41838        21.94330         0.00000         6.50000         8.76518         0.00000         0.00000         1.00000         1.34849         1.31991         0.00000         1.63096         2.19933         2.15272         0.00000         0.00000  T  T
   19700625 19:10         0.00073         0.00073         0.00073         0.00700         0.00000         0.00000         0.04379         0.04379         0.00070         7.76361        11.44567        10.95741         0.00000       984.14307       648.88959       586.99561         0.00000       447.33780       219.93810       191.80446         0.00000        35.78702        16.95443        14.70374         0.00000        16.62500        24.50950        23.46394         0.00000         6.50000         9.58276         0.00000         0.00000         1.00000         1.47427         1.41138         0.00000         1.63096         2.40448         2.30190         0.00000         0.00000  T  T
   19700625 19:15         0.00073         0.00073         0.00073         0.00340         0.00000         0.00000         0.00250         0.00250         0.00004         7.76361         7.06111         9.25339         0.00000       984.14398       618.03656       633.46307         0.00000       447.33813       255.01259       237.47534         0.00000        35.78706        20.17970        18.56707         0.00000        16.62500        15.12058        19.81504         0.00000         6.50000         5.91184         0.00000         0.00000         1.00000         0.90951         1.19189         0.00000         1.63096         1.48338         1.94393         0.00000         0.00000  T  T
   19700625 19:20         0.00073         0.00073         0.00073         0.00160         0.00000         0.00000         0.00063         0.00063         0.00001         7.76361         1.18685         4.12398         0.00000       984.14398       372.09503       495.06580         0.00000       447.33813       189.86456       222.43857         0.00000        35.78706        15.36621        17.77296         0.00000        16.62500         2.54160         8.83109         0.00000         6.50000         0.99368         0.00000         0.00000         1.00000         0.15287         0.53119         0.00000         1.63096         0.24933         0.86636         0.00000         0.00000  T  T
   19700625 19:25         0.00073         0.00073         0.00073         0.00160         0.00000         0.00000         0.00063         0.00063         0.00001         7.76361         5.74384         3.46535         0.00000       984.14398       524.19690       448.14597         0.00000       447.33813       219.19925       204.53191         0.00000        35.78706        17.37306        16.36964         0.00000        16.62500        12.29980         7.42070         0.00000         6.50000         4.80897         0.00000         0.00000         1.00000         0.73984         0.44636         0.00000         1.63096         1.20665         0.72799         0.00000         0.00000  T  T
   19700625 19:30         0.00073         0.00073         0.00073         0.00160         0.00000         0.00000         0.00063         0.00063         0.00001         7.76361         1.55141         3.64763         0.00000       984.14398       384.26318       454.23004         0.00000       447.33813       192.21135       205.70529         0.00000        35.78706        15.52676        16.44991         0.00000        16.62500         3.32226         7.81103         0.00000         6.50000         1.29890         0.00000         0.00000         1.00000         0.19983         0.46984         0.00000         1.63096         0.32592         0.76628         0.00000         0.00000  T  T
   19700625 19:35         0.00073         0.00073         0.00073         0.00160         0.00000         0.00000         0.00063         0.00063         0.00001         7.76361         5.40844         3.47993         0.00000       984.14398       513.00220       448.63269         0.00000       447.33813       217.04021       204.62578         0.00000        35.78706        17.22536        16.37606         0.00000        16.62500        11.58159         7.45192         0.00000         6.50000         4.52816         0.00000         0.00000         1.00000         0.69664         0.44824         0.00000         1.63096         1.13619         0.73105         0.00000         0.00000  T  T
   19700625 19:40         0.00073         0.00073         0.00073         0.00160         0.00000         0.00000         0.00063         0.00063         0.00001         7.76361         1.85997         3.63421         0.00000       984.14398       394.56229       453.78223         0.00000       447.33813       194.19768       205.61894         0.00000        35.78706        15.66265        16.44400         0.00000        16.62500         3.98300         7.78230         0.00000         6.50000         1.55725         0.00000         0.00000         1.00000         0.23958         0.46811         0.00000         1.63096         0.39074         0.76346         0.00000         0.00000  T  T
   19700625 19:45         0.00073         0.00073         0.00073         0.00160         0.00000         0.00000         0.00063         0.00063         0.00001         7.76361         5.12457         3.49227         0.00000       984.14398       503.52701       449.04465         0.00000       447.33813       215.21280       204.70523         0.00000        35.78706        17.10034        16.38149         0.00000        16.62500        10.97370         7.47835         0.00000         6.50000         4.29049         0.00000         0.00000         1.00000         0.66008         0.44983         0.00000         1.63096         1.07656         0.73365         0.00000         0.00000  T  T
   19700625 19:50         0.00073         0.00073         0.00073         0.00160         0.00000         0.00000         0.00063         0.00063         0.00001         7.76361         2.12114         3.62285         0.00000       984.14398       403.27948       453.40326         0.00000       447.33813       195.87889       205.54584         0.00000        35.78706        15.77766        16.43900         0.00000        16.62500         4.54226         7.75798         0.00000         6.50000         1.77590         0.00000         0.00000         1.00000         0.27322         0.46665         0.00000         1.63096         0.44560         0.76108         0.00000         0.00000  T  T
   19700625 19:55         0.00073         0.00073         0.00073         0.00160         0.00000         0.00000         0.00063         0.00063         0.00001         7.76361         4.88429         3.50272         0.00000       984.14398       495.50717       449.39331         0.00000       447.33813       213.66608       204.77249         0.00000        35.78706        16.99453        16.38610         0.00000        16.62500        10.45919         7.50072         0.00000         6.50000         4.08932         0.00000         0.00000         1.00000         0.62913         0.45117         0.00000         1.63096         1.02608         0.73584         0.00000         0.00000  T  T
   19700625 20:00         0.00067         0.00067         0.00067         0.00160         0.00000         0.00000         0.00063         0.00063         0.00001         7.76361         1.75703         3.32066         0.00000       974.53149       328.74051       412.12384         0.00000       442.96890       160.06686       186.86647         0.00000        35.43751        12.89620        14.94537         0.00000        16.62500         3.76254         7.11086         0.00000         6.50000         1.47105         0.00000         0.00000         1.00000         0.22632         0.42772         0.00000         1.63096         0.36911         0.69760         0.00000         0.00000  T  T
   19700625 20:05         0.00066         0.00066         0.00066         0.00160         0.00000         0.00000         0.00063         0.00063         0.00001         7.76361         4.54464         3.15083         0.00000       971.54663       468.56656       398.65353         0.00000       441.61215       203.19659       181.63173         0.00000        35.32897        16.17215        14.53417         0.00000        16.62500         9.73187         6.74720         0.00000         6.50000         3.80495         0.00000         0.00000         1.00000         0.58538         0.40585         0.00000         1.63096         0.95473         0.66192         0.00000         0.00000  T  T
   19700625 20:10         0.00066         0.00066         0.00066         0.00160         0.00000         0.00000         0.00063         0.00063         0.00001         7.76361         1.97525         3.25995         0.00000       971.35785       339.17786       403.87219         0.00000       441.52628       163.17690       183.18674         0.00000        35.32211        13.13105        14.65160         0.00000        16.62500         4.22983         6.98085         0.00000         6.50000         1.65376         0.00000         0.00000         1.00000         0.25442         0.41990         0.00000         1.63096         0.41495         0.68484         0.00000         0.00000  T  T
   19700625 20:15         0.00066         0.00066         0.00066         0.00160         0.00000         0.00000         0.00063         0.00063         0.00001         7.76361         4.33898         3.15712         0.00000       971.35565       458.20038       398.68912         0.00000       441.52524       199.98814       181.58252         0.00000        35.32203        15.92831        14.52968         0.00000        16.62500         9.29147         6.76065         0.00000         6.50000         3.63277         0.00000         0.00000         1.00000         0.55889         0.40666         0.00000         1.63096         0.91152         0.66324         0.00000         0.00000  T  T
   19700625 20:20         0.00066         0.00066         0.00066         0.00160         0.00000         0.00000         0.00063         0.00063         0.00001         7.76361         2.16435         3.25167         0.00000       971.35565       348.69955       403.44995         0.00000       441.52524       166.12172       183.05493         0.00000        35.32203        13.35483        14.64157         0.00000        16.62500         4.63476         6.96312         0.00000         6.50000         1.81208         0.00000         0.00000         1.00000         0.27878         0.41883         0.00000         1.63096         0.45468         0.68310         0.00000         0.00000  T  T
   19700625 20:25         0.00066         0.00066         0.00066         0.00160         0.00000         0.00000         0.00063         0.00063         0.00001         7.76361         4.16501         3.16468         0.00000       971.35565       449.44028       399.06992         0.00000       441.52524       197.27882       181.70027         0.00000        35.32203        15.72243        14.53863         0.00000        16.62500         8.91894         6.77685         0.00000         6.50000         3.48711         0.00000         0.00000         1.00000         0.53648         0.40763         0.00000         1.63096         0.87497         0.66483         0.00000         0.00000  T  T
   19700625 20:30         0.00066         0.00066         0.00066         0.00160         0.00000         0.00000         0.00063         0.00063         0.00001         7.76361         2.32440         3.24471         0.00000       971.35565       356.75885       403.09955         0.00000       441.52524       168.61427       182.94655         0.00000        35.32203        13.54424        14.63333         0.00000        16.62500         4.97750         6.94822         0.00000         6.50000         1.94608         0.00000         0.00000         1.00000         0.29940         0.41794         0.00000         1.63096         0.48830         0.68164         0.00000         0.00000  T  T
   19700625 20:35         0.00066         0.00066         0.00066         0.00160         0.00000         0.00000         0.00063         0.00063         0.00001         7.76361         4.01776         3.17108         0.00000       971.35565       442.02576       399.39230         0.00000       441.52524       194.98567       181.79997         0.00000        35.32203        15.54817        14.54621         0.00000        16.62500         8.60362         6.79056         0.00000         6.50000         3.36383         0.00000         0.00000         1.00000         0.51751         0.40845         0.00000         1.63096         0.84404         0.66617         0.00000         0.00000  T  T
   19700625 20:40         0.00066         0.00066         0.00066         0.00160         0.00000         0.00000         0.00063         0.00063         0.00001         7.76361         2.45987         3.23882         0.00000       971.35565       363.58017       402.80298         0.00000       441.52524       170.72398       182.85483         0.00000        35.32203        13.70455        14.62636         0.00000        16.62500         5.26759         6.93561         0.00000         6.50000         2.05950         0.00000         0.00000         1.00000         0.31685         0.41718         0.00000         1.63096         0.51676         0.68040         0.00000         0.00000  T  T
   19700625 20:45         0.00066         0.00066         0.00066         0.00160         0.00000         0.00000         0.00063         0.00063         0.00001         7.76361         3.89313         3.17650         0.00000       971.35565       435.75012       399.66516         0.00000       441.52524       193.04472       181.88435         0.00000        35.32203        15.40068        14.55262         0.00000        16.62500         8.33674         6.80216         0.00000         6.50000         3.25948         0.00000         0.00000         1.00000         0.50146         0.40915         0.00000         1.63096         0.81786         0.66731         0.00000         0.00000  T  T
   19700625 20:50         0.00066         0.00066         0.00066         0.00160         0.00000         0.00000         0.00063         0.00063         0.00001         7.76361         2.57453         3.23383         0.00000       971.35565       369.35373       402.55194         0.00000       441.52524       172.50966       182.77719         0.00000        35.32203        13.84024        14.62046         0.00000        16.62500         5.51312         6.92493         0.00000         6.50000         2.15550         0.00000         0.00000         1.00000         0.33162         0.41654         0.00000         1.63096         0.54085         0.67935         0.00000         0.00000  T  T
   19700625 20:55         0.00066         0.00066         0.00066         0.00160         0.00000         0.00000         0.00063         0.00063         0.00001         7.76361         3.78764         3.18109         0.00000       971.35565       430.43845       399.89609         0.00000       441.52524       191.40190       181.95578         0.00000        35.32203        15.27585        14.55805         0.00000        16.62500         8.11085         6.81199         0.00000         6.50000         3.17116         0.00000         0.00000         1.00000         0.48787         0.40974         0.00000         1.63096         0.79570         0.66827         0.00000         0.00000  T  T
   19700625 21:00         0.00060         0.00060         0.00060         0.00100         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         5.74994         4.76879         0.00000       959.56720       745.87457       588.15649         0.00000       436.16690       343.00235       267.20212         0.00000        34.89335        27.47408        21.37496         0.00000        16.62500        12.31294        10.21189         0.00000         6.50000         4.81408         0.00000         0.00000         1.00000         0.74063         0.61425         0.00000         1.63096         1.20793         1.00181         0.00000         0.00000  T  T
   19700625 21:05         0.00059         0.00059         0.00059         0.00059         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       955.65125         0.00000       955.65125         0.00000       434.38696         0.00000       434.38696         0.00000        34.75096         0.00000        34.75096         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700625 21:10         0.00059         0.00059         0.00059         0.00059         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       955.39685         0.00000       955.39685         0.00000       434.27121         0.00000       434.27121         0.00000        34.74171         0.00000        34.74171         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700625 21:15         0.00059         0.00059         0.00059         0.00059         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       955.39380         0.00000       955.39380         0.00000       434.26996         0.00000       434.26996         0.00000        34.74160         0.00000        34.74160         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700625 21:20         0.00059         0.00059         0.00059         0.00059         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       955.39380         0.00000       955.39380         0.00000       434.26990         0.00000       434.26990         0.00000        34.74160         0.00000        34.74160         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700625 21:25         0.00059         0.00059         0.00059         0.00059         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       955.39380         0.00000       955.39380         0.00000       434.26990         0.00000       434.26990         0.00000        34.74160         0.00000        34.74160         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700625 21:30         0.00059         0.00059         0.00059         0.00059         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       955.39380         0.00000       955.39380         0.00000       434.26990         0.00000       434.26990         0.00000        34.74160         0.00000        34.74160         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700625 21:35         0.00059         0.00059         0.00059         0.00059         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       955.39380         0.00000       955.39380         0.00000       434.26990         0.00000       434.26990         0.00000        34.74160         0.00000        34.74160         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700625 21:40         0.00059         0.00059         0.00059         0.00059         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       955.39380         0.00000       955.39380         0.00000       434.26990         0.00000       434.26990         0.00000        34.74160         0.00000        34.74160         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700625 21:45         0.00059         0.00059         0.00059         0.00059         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       955.39380         0.00000       955.39380         0.00000       434.26990         0.00000       434.26990         0.00000        34.74160         0.00000        34.74160         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700625 21:50         0.00059         0.00059         0.00059         0.00059         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       955.39380         0.00000       955.39380         0.00000       434.26990         0.00000       434.26990         0.00000        34.74160         0.00000        34.74160         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700625 21:55         0.00059         0.00059         0.00059         0.00059         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       955.39380         0.00000       955.39380         0.00000       434.26990         0.00000       434.26990         0.00000        34.74160         0.00000        34.74160         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700625 22:00         0.00056         0.00056         0.00056         0.00056         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       948.34503         0.00000       948.34503         0.00000       431.06589         0.00000       431.06589         0.00000        34.48527         0.00000        34.48527         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700625 22:05         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       945.98224         0.00000       945.98224         0.00000       429.99197         0.00000       429.99197         0.00000        34.39936         0.00000        34.39936         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700625 22:10         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       945.83099         0.00000       945.83099         0.00000       429.92322         0.00000       429.92322         0.00000        34.39386         0.00000        34.39386         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700625 22:15         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       945.82922         0.00000       945.82922         0.00000       429.92245         0.00000       429.92245         0.00000        34.39379         0.00000        34.39379         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700625 22:20         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       945.82922         0.00000       945.82922         0.00000       429.92245         0.00000       429.92245         0.00000        34.39379         0.00000        34.39379         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700625 22:25         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       945.82922         0.00000       945.82922         0.00000       429.92245         0.00000       429.92245         0.00000        34.39379         0.00000        34.39379         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700625 22:30         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       945.82922         0.00000       945.82922         0.00000       429.92245         0.00000       429.92245         0.00000        34.39379         0.00000        34.39379         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700625 22:35         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       945.82922         0.00000       945.82922         0.00000       429.92245         0.00000       429.92245         0.00000        34.39379         0.00000        34.39379         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700625 22:40         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       945.82922         0.00000       945.82922         0.00000       429.92245         0.00000       429.92245         0.00000        34.39379         0.00000        34.39379         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700625 22:45         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       945.82922         0.00000       945.82922         0.00000       429.92245         0.00000       429.92245         0.00000        34.39379         0.00000        34.39379         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700625 22:50         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       945.82922         0.00000       945.82922         0.00000       429.92245         0.00000       429.92245         0.00000        34.39379         0.00000        34.39379         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700625 22:55         0.00055         0.00055         0.00055         0.00055         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       945.82922         0.00000       945.82922         0.00000       429.92245         0.00000       429.92245         0.00000        34.39379         0.00000        34.39379         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700625 23:00         0.00052         0.00052         0.00052         0.00052         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       937.87579         0.00000       937.87579         0.00000       426.30716         0.00000       426.30716         0.00000        34.10457         0.00000        34.10457         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700625 23:05         0.00052         0.00052         0.00052         0.00052         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       935.09259         0.00000       935.09259         0.00000       425.04211         0.00000       425.04211         0.00000        34.00337         0.00000        34.00337         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700625 23:10         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       934.91205         0.00000       934.91205         0.00000       424.95996         0.00000       424.95996         0.00000        33.99680         0.00000        33.99680         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700625 23:15         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       934.91003         0.00000       934.91003         0.00000       424.95905         0.00000       424.95905         0.00000        33.99672         0.00000        33.99672         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700625 23:20         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       934.91003         0.00000       934.91003         0.00000       424.95905         0.00000       424.95905         0.00000        33.99672         0.00000        33.99672         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
   19700625 23:25         0.00051         0.00051         0.00051         0.00051         0.00000         0.00000         0.00000         0.00000         0.00000         7.76361         0.00000         7.76361         0.00000       934.91003         0.00000       934.91003         0.00000       424.95905         0.00000       424.95905         0.00000        33.99672         0.00000        33.99672         0.00000        16.62500         0.00000        16.62500         0.00000         6.50000         0.00000         6.50000         0.00000         1.00000         0.00000         1.00000         0.00000         1.63096         0.00000         1.63096         0.00000         0.00000  F  T
