  *WEL.ASC - FKA                                 13.10.2015 11:30

  Ergebnisse GewaesserImmission-SimulationsMOdell    : GISMO 4.10 
  ====================================================
                                                      
  SYDRO Consult GmbH - Darmstadt                      
  SYDRO Software GbR - Dieburg                        
                                                      
   xxxxxxxxxxxxx                          
   yyyyyyyyyyyyyyyyyyy                    
   zzzzzzzzzzzzzzzzzzzzzzz                
   Datum der Simulation   : 13.10.2015 11:30 Uhr
   Wellenausgabe - Flaeche: FKA             
  
   Datum   Zeit    VP    VW  Svab   hvu  PSIu  SUM(hN)     hN  hNeffb  hNeffu    Qtrab      Qab    QabVG    QabUB   CSab(3)
     -      -    mm/d    mm    mm    mm     -      mm      mm      mm      mm    cbm/s    cbm/s    cbm/s    cbm/s      mg/l
 19700627 12:55  6.49  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700627 13:00  6.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700627 13:05  6.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700627 13:10  6.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700627 13:15  6.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700627 13:20  6.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700627 13:25  6.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700627 13:30  6.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700627 13:35  6.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700627 13:40  6.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700627 13:45  6.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700627 13:50  6.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700627 13:55  6.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   971.892  F T
 19700627 14:00  6.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700627 14:05  6.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700627 14:10  6.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700627 14:15  6.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700627 14:20  6.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700627 14:25  6.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700627 14:30  6.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700627 14:35  6.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700627 14:40  6.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700627 14:45  6.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700627 14:50  6.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700627 14:55  6.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700627 15:00  6.49  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700627 15:05  6.49  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700627 15:10  6.49  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700627 15:15  6.49  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700627 15:20  6.49  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700627 15:25  6.49  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700627 15:30  6.49  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700627 15:35  6.49  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700627 15:40  6.49  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700627 15:45  6.49  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700627 15:50  6.49  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700627 15:55  6.49  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700627 16:00  5.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700627 16:05  5.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700627 16:10  5.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700627 16:15  5.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700627 16:20  5.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700627 16:25  5.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700627 16:30  5.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700627 16:35  5.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700627 16:40  5.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700627 16:45  5.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700627 16:50  5.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700627 16:55  5.99  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700627 17:00  5.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700627 17:05  5.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700627 17:10  5.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700627 17:15  5.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700627 17:20  5.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700627 17:25  5.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700627 17:30  5.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700627 17:35  5.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700627 17:40  5.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700627 17:45  5.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700627 17:50  5.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700627 17:55  5.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700627 18:00  4.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   947.199  F T
 19700627 18:05  4.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   947.199  F T
 19700627 18:10  4.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   947.199  F T
 19700627 18:15  4.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   947.199  F T
 19700627 18:20  4.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   947.199  F T
 19700627 18:25  4.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   947.199  F T
 19700627 18:30  4.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   947.199  F T
 19700627 18:35  4.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   947.199  F T
 19700627 18:40  4.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   947.199  F T
 19700627 18:45  4.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   947.199  F T
 19700627 18:50  4.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   947.199  F T
 19700627 18:55  4.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   947.199  F T
 19700627 19:00  3.50  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   937.096  F T
 19700627 19:05  3.50  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   937.096  F T
 19700627 19:10  3.50  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   937.096  F T
 19700627 19:15  3.50  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   937.096  F T
 19700627 19:20  3.50  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   937.096  F T
 19700627 19:25  3.50  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   937.096  F T
 19700627 19:30  3.50  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   937.096  F T
 19700627 19:35  3.50  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   937.096  F T
 19700627 19:40  3.50  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   937.096  F T
 19700627 19:45  3.50  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   937.096  F T
 19700627 19:50  3.50  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   937.096  F T
 19700627 19:55  3.50  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   937.096  F T
 19700627 20:00  2.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700627 20:05  2.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700627 20:10  2.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700627 20:15  2.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700627 20:20  2.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700627 20:25  2.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700627 20:30  2.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700627 20:35  2.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700627 20:40  2.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700627 20:45  2.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700627 20:50  2.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700627 20:55  2.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700627 21:00  2.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700627 21:05  2.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700627 21:10  2.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700627 21:15  2.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700627 21:20  2.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700627 21:25  2.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700627 21:30  2.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700627 21:35  2.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700627 21:40  2.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700627 21:45  2.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700627 21:50  2.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700627 21:55  2.33  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700627 22:00  1.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700627 22:05  1.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700627 22:10  1.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700627 22:15  1.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700627 22:20  1.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700627 22:25  1.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700627 22:30  1.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700627 22:35  1.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700627 22:40  1.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700627 22:45  1.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700627 22:50  1.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700627 22:55  1.66  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700627 23:00  1.17  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700627 23:05  1.17  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700627 23:10  1.17  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700627 23:15  1.17  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700627 23:20  1.17  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700627 23:25  1.17  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700627 23:30  1.17  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700627 23:35  1.17  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700627 23:40  1.17  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700627 23:45  1.17  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700627 23:50  1.17  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700627 23:55  1.17  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700628 00:00  0.83  20.8  0.00  6.47  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700628 00:05  0.83  16.8  0.00  7.38  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700628 00:10  0.83  16.8  0.00  7.38  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700628 00:15  0.83  16.8  0.00  7.38  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700628 00:20  0.83  16.8  0.00  7.38  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700628 00:25  0.83  16.8  0.00  7.38  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700628 00:30  0.83  16.8  0.00  7.38  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700628 00:35  0.83  16.8  0.00  7.38  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700628 00:40  0.83  16.8  0.00  7.38  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700628 00:45  0.83  16.8  0.00  7.38  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700628 00:50  0.83  16.8  0.00  7.38  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700628 00:55  0.83  16.8  0.00  7.38  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700628 01:00  0.83  16.8  0.00  7.38  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700628 01:05  0.83  16.8  0.00  7.38  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700628 01:10  0.83  16.8  0.00  7.38  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700628 01:15  0.83  16.8  0.00  7.38  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700628 01:20  0.83  16.8  0.00  7.38  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700628 01:25  0.83  16.8  0.00  7.38  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700628 01:30  0.83  16.8  0.00  7.38  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700628 01:35  0.83  16.8  0.00  7.38  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700628 01:40  0.83  16.8  0.00  7.38  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700628 01:45  0.83  16.8  0.00  7.38  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700628 01:50  0.83  16.8  0.00  7.38  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700628 01:55  0.83  16.8  0.00  7.38  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700628 02:00  0.83  16.8  0.00  7.38  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
