Gew.Typ.:;19   ;;                   
Grundlast:;  1069.200; l/s;
QM Klaeranlage:;       0.0; l/s;                   
AEO:;    13.500; km2;                   
AEOpnat:;    13.728; km2;                   
T Datum Zeit     ;    Q_zu;    Q_ab;      tf;
 - ;l/s;l/s;min;
04.01.2003 17:05 ;  1069.2;  1069.2;   10.90;
04.01.2003 17:10 ;  1069.2;  1069.2;   10.90;
04.01.2003 17:15 ;  1069.2;  1069.2;   10.90;
04.01.2003 17:20 ;  1069.2;  1069.2;   10.90;
04.01.2003 17:25 ;  1069.2;  1069.2;   10.90;
04.01.2003 17:30 ;  1069.2;  1069.2;   10.90;
04.01.2003 17:35 ;  1069.2;  1069.2;   10.90;
04.01.2003 17:40 ;  1069.2;  1069.2;   10.90;
04.01.2003 17:45 ;  1069.2;  1069.2;   10.90;
04.01.2003 17:50 ;  1069.2;  1069.2;   10.90;
04.01.2003 17:55 ;  1069.2;  1069.2;   10.90;
04.01.2003 18:00 ;  1069.2;  1069.2;   10.90;
04.01.2003 18:05 ;  1069.2;  1069.2;   10.90;
04.01.2003 18:10 ;  1069.2;  1069.2;   10.90;
04.01.2003 18:15 ;  1069.2;  1069.2;   10.90;
04.01.2003 18:20 ;  1069.2;  1069.2;   10.90;
04.01.2003 18:25 ;  1069.2;  1069.2;   10.90;
04.01.2003 18:30 ;  1069.2;  1069.2;   10.90;
04.01.2003 18:35 ;  1069.2;  1069.2;   10.90;
04.01.2003 18:40 ;  1069.2;  1069.2;   10.90;
04.01.2003 18:45 ;  1069.2;  1069.2;   10.90;
04.01.2003 18:50 ;  1069.2;  1069.2;   10.90;
04.01.2003 18:55 ;  1069.2;  1069.2;   10.90;
04.01.2003 19:00 ;  1069.2;  1069.2;   10.90;
04.01.2003 19:05 ;  1069.2;  1069.2;   10.90;
04.01.2003 19:10 ;  1069.2;  1069.2;   10.90;
04.01.2003 19:15 ;  1069.2;  1069.2;   10.90;
04.01.2003 19:20 ;  1069.2;  1069.2;   10.90;
04.01.2003 19:25 ;  1069.2;  1069.2;   10.90;
04.01.2003 19:30 ;  1069.2;  1069.2;   10.90;
04.01.2003 19:35 ;  1069.2;  1069.2;   10.90;
04.01.2003 19:40 ;  1069.2;  1069.2;   10.90;
04.01.2003 19:45 ;  1069.2;  1069.2;   10.90;
04.01.2003 19:50 ;  1069.2;  1069.2;   10.90;
04.01.2003 19:55 ;  1069.2;  1069.2;   10.90;
04.01.2003 20:00 ;  1069.2;  1069.2;   10.90;
04.01.2003 20:05 ;  1069.2;  1069.2;   10.90;
04.01.2003 20:10 ;  1069.2;  1069.2;   10.90;
04.01.2003 20:15 ;  1069.2;  1069.2;   10.90;
04.01.2003 20:20 ;  1069.2;  1069.2;   10.90;
04.01.2003 20:25 ;  1069.2;  1069.2;   10.90;
04.01.2003 20:30 ;  1069.2;  1069.2;   10.90;
04.01.2003 20:35 ;  1069.2;  1069.2;   10.90;
04.01.2003 20:40 ;  1069.2;  1069.2;   10.90;
04.01.2003 20:45 ;  1069.2;  1069.2;   10.90;
04.01.2003 20:50 ;  1069.2;  1069.2;   10.90;
04.01.2003 20:55 ;  1069.2;  1069.2;   10.90;
04.01.2003 21:00 ;  1069.2;  1069.2;   10.90;
04.01.2003 21:05 ;  1069.2;  1069.2;   10.90;
04.01.2003 21:10 ;  1069.2;  1069.2;   10.90;
04.01.2003 21:15 ;  1069.2;  1069.2;   10.90;
04.01.2003 21:20 ;  1069.2;  1069.2;   10.90;
04.01.2003 21:25 ;  1069.2;  1069.2;   10.90;
04.01.2003 21:30 ;  1069.2;  1069.2;   10.90;
04.01.2003 21:35 ;  1069.2;  1069.2;   10.90;
04.01.2003 21:40 ;  1069.2;  1069.2;   10.90;
04.01.2003 21:45 ;  1069.2;  1069.2;   10.90;
04.01.2003 21:50 ;  1069.2;  1069.2;   10.90;
04.01.2003 21:55 ;  1069.2;  1069.2;   10.90;
04.01.2003 22:00 ;  1069.2;  1069.2;   10.90;
04.01.2003 22:05 ;  1069.2;  1069.2;   10.90;
04.01.2003 22:10 ;  1069.2;  1069.2;   10.90;
04.01.2003 22:15 ;  1069.2;  1069.2;   10.90;
04.01.2003 22:20 ;  1069.2;  1069.2;   10.90;
04.01.2003 22:25 ;  1069.2;  1069.2;   10.90;
04.01.2003 22:30 ;  1069.2;  1069.2;   10.90;
04.01.2003 22:35 ;  1069.2;  1069.2;   10.90;
04.01.2003 22:40 ;  1069.2;  1069.2;   10.90;
04.01.2003 22:45 ;  1069.2;  1069.2;   10.90;
04.01.2003 22:50 ;  1069.2;  1069.2;   10.90;
04.01.2003 22:55 ;  1069.2;  1069.2;   10.90;
04.01.2003 23:00 ;  1069.2;  1069.2;   10.90;
04.01.2003 23:05 ;  1069.2;  1069.2;   10.90;
04.01.2003 23:10 ;  1069.2;  1069.2;   10.90;
04.01.2003 23:15 ;  1069.2;  1069.2;   10.90;
04.01.2003 23:20 ;  1069.2;  1069.2;   10.90;
04.01.2003 23:25 ;  1069.2;  1069.2;   10.90;
04.01.2003 23:30 ;  1069.2;  1069.2;   10.90;
04.01.2003 23:35 ;  1069.2;  1069.2;   10.90;
04.01.2003 23:40 ;  1069.2;  1069.2;   10.90;
04.01.2003 23:45 ;  1069.2;  1069.2;   10.90;
04.01.2003 23:50 ;  1069.2;  1069.2;   10.90;
04.01.2003 23:55 ;  1069.2;  1069.2;   10.90;
05.01.2003 00:00 ;  1069.2;  1069.2;   10.90;
05.01.2003 00:05 ;  1069.2;  1069.2;   10.90;
05.01.2003 00:10 ;  1069.2;  1069.2;   10.90;
05.01.2003 00:15 ;  1069.2;  1069.2;   10.90;
05.01.2003 00:20 ;  1069.2;  1069.2;   10.90;
05.01.2003 00:25 ;  1069.2;  1069.2;   10.90;
05.01.2003 00:30 ;  1069.2;  1069.2;   10.90;
05.01.2003 00:35 ;  1069.2;  1069.2;   10.90;
05.01.2003 00:40 ;  1069.2;  1069.2;   10.90;
05.01.2003 00:45 ;  1069.2;  1069.2;   10.90;
05.01.2003 00:50 ;  1069.2;  1069.2;   10.90;
05.01.2003 00:55 ;  1069.2;  1069.2;   10.90;
05.01.2003 01:00 ;  1069.2;  1069.2;   10.90;
05.01.2003 01:05 ;  1069.2;  1069.2;   10.90;
05.01.2003 01:10 ;  1069.2;  1069.2;   10.90;
05.01.2003 01:15 ;  1069.2;  1069.2;   10.90;
05.01.2003 01:20 ;  1069.2;  1069.2;   10.90;
05.01.2003 01:25 ;  1069.2;  1069.2;   10.90;
05.01.2003 01:30 ;  1069.2;  1069.2;   10.90;
05.01.2003 01:35 ;  1069.2;  1069.2;   10.90;
05.01.2003 01:40 ;  1069.2;  1069.2;   10.90;
05.01.2003 01:45 ;  1069.2;  1069.2;   10.90;
05.01.2003 01:50 ;  1069.2;  1069.2;   10.90;
05.01.2003 01:55 ;  1069.2;  1069.2;   10.90;
05.01.2003 02:00 ;  1069.2;  1069.2;   10.90;
05.01.2003 02:05 ;  1069.2;  1069.2;   10.90;
05.01.2003 02:10 ;  1069.2;  1069.2;   10.90;
05.01.2003 02:15 ;  1069.2;  1069.2;   10.90;
05.01.2003 02:20 ;  1069.2;  1069.2;   10.90;
05.01.2003 02:25 ;  1069.2;  1069.2;   10.90;
05.01.2003 02:30 ;  1069.2;  1069.2;   10.90;
05.01.2003 02:35 ;  1069.2;  1069.2;   10.90;
05.01.2003 02:40 ;  1069.2;  1069.2;   10.90;
05.01.2003 02:45 ;  1069.2;  1069.2;   10.90;
05.01.2003 02:50 ;  1069.2;  1069.2;   10.90;
05.01.2003 02:55 ;  1069.2;  1069.2;   10.90;
05.01.2003 03:00 ;  1069.2;  1069.2;   10.90;
05.01.2003 03:05 ;  1069.2;  1069.2;   10.90;
05.01.2003 03:10 ;  1069.2;  1069.2;   10.90;
05.01.2003 03:15 ;  1069.2;  1069.2;   10.90;
05.01.2003 03:20 ;  1069.2;  1069.2;   10.90;
05.01.2003 03:25 ;  1069.2;  1069.2;   10.90;
05.01.2003 03:30 ;  1069.2;  1069.2;   10.90;
05.01.2003 03:35 ;  1069.2;  1069.2;   10.90;
05.01.2003 03:40 ;  1069.2;  1069.2;   10.90;
05.01.2003 03:45 ;  1069.2;  1069.2;   10.90;
05.01.2003 03:50 ;  1069.2;  1069.2;   10.90;
05.01.2003 03:55 ;  1069.2;  1069.2;   10.90;
05.01.2003 04:00 ;  1069.2;  1069.2;   10.90;
05.01.2003 04:05 ;  1069.2;  1069.2;   10.90;
05.01.2003 04:10 ;  1069.2;  1069.2;   10.90;
05.01.2003 04:15 ;  1069.2;  1069.2;   10.90;
05.01.2003 04:20 ;  1069.2;  1069.2;   10.90;
05.01.2003 04:25 ;  1069.2;  1069.2;   10.90;
05.01.2003 04:30 ;  1069.2;  1069.2;   10.90;
05.01.2003 04:35 ;  1069.2;  1069.2;   10.90;
05.01.2003 04:40 ;  1069.2;  1069.2;   10.90;
05.01.2003 04:45 ;  1069.2;  1069.2;   10.90;
05.01.2003 04:50 ;  1069.2;  1069.2;   10.90;
05.01.2003 04:55 ;  1069.2;  1069.2;   10.90;
05.01.2003 05:00 ;  1069.2;  1069.2;   10.90;
05.01.2003 05:05 ;  1069.2;  1069.2;   10.90;
05.01.2003 05:10 ;  1069.2;  1069.2;   10.90;
05.01.2003 05:15 ;  1069.2;  1069.2;   10.90;
05.01.2003 05:20 ;  1069.2;  1069.2;   10.90;
05.01.2003 05:25 ;  1069.2;  1069.2;   10.90;
05.01.2003 05:30 ;  1069.2;  1069.2;   10.90;
05.01.2003 05:35 ;  1069.2;  1069.2;   10.90;
05.01.2003 05:40 ;  1069.2;  1069.2;   10.90;
05.01.2003 05:45 ;  1069.2;  1069.2;   10.90;
05.01.2003 05:50 ;  1069.2;  1069.2;   10.90;
05.01.2003 05:55 ;  1069.2;  1069.2;   10.90;
05.01.2003 06:00 ;  1069.2;  1069.2;   10.90;
05.01.2003 06:05 ;  1069.2;  1069.2;   10.90;
05.01.2003 06:10 ;  1069.2;  1069.2;   10.90;
05.01.2003 06:15 ;  1069.2;  1069.2;   10.90;
05.01.2003 06:20 ;  1069.2;  1069.2;   10.90;
05.01.2003 06:25 ;  1069.2;  1069.2;   10.90;
05.01.2003 06:30 ;  1069.2;  1069.2;   10.90;
05.01.2003 06:35 ;  1069.2;  1069.2;   10.90;
05.01.2003 06:40 ;  1069.2;  1069.2;   10.90;
05.01.2003 06:45 ;  1069.2;  1069.2;   10.90;
05.01.2003 06:50 ;  1069.2;  1069.2;   10.90;
05.01.2003 06:55 ;  1069.2;  1069.2;   10.90;
05.01.2003 07:00 ;  1069.2;  1069.2;   10.90;
05.01.2003 07:05 ;  1069.2;  1069.2;   10.90;
05.01.2003 07:10 ;  1069.2;  1069.2;   10.90;
05.01.2003 07:15 ;  1069.2;  1069.2;   10.90;
05.01.2003 07:20 ;  1069.2;  1069.2;   10.90;
05.01.2003 07:25 ;  1069.2;  1069.2;   10.90;
05.01.2003 07:30 ;  1069.2;  1069.2;   10.90;
05.01.2003 07:35 ;  1069.2;  1069.2;   10.90;
05.01.2003 07:40 ;  1069.2;  1069.2;   10.90;
05.01.2003 07:45 ;  1069.2;  1069.2;   10.90;
05.01.2003 07:50 ;  1069.2;  1069.2;   10.90;
05.01.2003 07:55 ;  1069.2;  1069.2;   10.90;
05.01.2003 08:00 ;  1069.2;  1069.2;   10.90;
05.01.2003 08:05 ;  1069.2;  1069.2;   10.90;
05.01.2003 08:10 ;  1069.2;  1069.2;   10.90;
05.01.2003 08:15 ;  1069.2;  1069.2;   10.90;
05.01.2003 08:20 ;  1069.2;  1069.2;   10.90;
05.01.2003 08:25 ;  1069.2;  1069.2;   10.90;
05.01.2003 08:30 ;  1069.2;  1069.2;   10.90;
05.01.2003 08:35 ;  1069.2;  1069.2;   10.90;
05.01.2003 08:40 ;  1069.2;  1069.2;   10.90;
05.01.2003 08:45 ;  1069.2;  1069.2;   10.90;
05.01.2003 08:50 ;  1069.2;  1069.2;   10.90;
05.01.2003 08:55 ;  1069.2;  1069.2;   10.90;
05.01.2003 09:00 ;  1069.2;  1069.2;   10.90;
05.01.2003 09:05 ;  1069.2;  1069.2;   10.90;
05.01.2003 09:10 ;  1069.2;  1069.2;   10.90;
05.01.2003 09:15 ;  1069.2;  1069.2;   10.90;
05.01.2003 09:20 ;  1069.2;  1069.2;   10.90;
05.01.2003 09:25 ;  1069.2;  1069.2;   10.90;
05.01.2003 09:30 ;  1069.2;  1069.2;   10.90;
05.01.2003 09:35 ;  1069.2;  1069.2;   10.90;
05.01.2003 09:40 ;  1069.2;  1069.2;   10.90;
05.01.2003 09:45 ;  1069.2;  1069.2;   10.90;
05.01.2003 09:50 ;  1069.2;  1069.2;   10.90;
05.01.2003 09:55 ;  1069.2;  1069.2;   10.90;
05.01.2003 10:00 ;  1069.2;  1069.2;   10.90;
05.01.2003 10:05 ;  1069.2;  1069.2;   10.90;
05.01.2003 10:10 ;  1069.2;  1069.2;   10.90;
05.01.2003 10:15 ;  1069.2;  1069.2;   10.90;
05.01.2003 10:20 ;  1069.2;  1069.2;   10.90;
05.01.2003 10:25 ;  1069.2;  1069.2;   10.90;
05.01.2003 10:30 ;  1069.2;  1069.2;   10.90;
05.01.2003 10:35 ;  1069.2;  1069.2;   10.90;
05.01.2003 10:40 ;  1069.2;  1069.2;   10.90;
05.01.2003 10:45 ;  1069.2;  1069.2;   10.90;
05.01.2003 10:50 ;  1069.2;  1069.2;   10.90;
05.01.2003 10:55 ;  1069.2;  1069.2;   10.90;
05.01.2003 11:00 ;  1069.2;  1069.2;   10.90;
05.01.2003 11:05 ;  1069.2;  1069.2;   10.90;
05.01.2003 11:10 ;  1069.2;  1069.2;   10.90;
05.01.2003 11:15 ;  1069.2;  1069.2;   10.90;
05.01.2003 11:20 ;  1069.2;  1069.2;   10.90;
05.01.2003 11:25 ;  1069.2;  1069.2;   10.90;
05.01.2003 11:30 ;  1069.2;  1069.2;   10.90;
05.01.2003 11:35 ;  1069.2;  1069.2;   10.90;
05.01.2003 11:40 ;  1069.2;  1069.2;   10.90;
05.01.2003 11:45 ;  1069.2;  1069.2;   10.90;
05.01.2003 11:50 ;  1069.2;  1069.2;   10.90;
05.01.2003 11:55 ;  1069.2;  1069.2;   10.90;
05.01.2003 12:00 ;  1069.2;  1069.2;   10.90;
05.01.2003 12:05 ;  1069.2;  1069.2;   10.90;
05.01.2003 12:10 ;  1069.2;  1069.2;   10.90;
05.01.2003 12:15 ;  1069.2;  1069.2;   10.90;
05.01.2003 12:20 ;  1069.2;  1069.2;   10.90;
05.01.2003 12:25 ;  1069.2;  1069.2;   10.90;
05.01.2003 12:30 ;  1069.2;  1069.2;   10.90;
05.01.2003 12:35 ;  1069.2;  1069.2;   10.90;
05.01.2003 12:40 ;  1069.2;  1069.2;   10.90;
05.01.2003 12:45 ;  1069.2;  1069.2;   10.90;
05.01.2003 12:50 ;  1069.2;  1069.2;   10.90;
05.01.2003 12:55 ;  1069.2;  1069.2;   10.90;
05.01.2003 13:00 ;  1069.2;  1069.2;   10.90;
05.01.2003 13:05 ;  1069.2;  1069.2;   10.90;
05.01.2003 13:10 ;  1069.2;  1069.2;   10.90;
05.01.2003 13:15 ;  1069.2;  1069.2;   10.90;
05.01.2003 13:20 ;  1069.2;  1069.2;   10.90;
05.01.2003 13:25 ;  1069.2;  1069.2;   10.90;
05.01.2003 13:30 ;  1069.2;  1069.2;   10.90;
05.01.2003 13:35 ;  1069.2;  1069.2;   10.90;
05.01.2003 13:40 ;  1069.2;  1069.2;   10.90;
05.01.2003 13:45 ;  1069.2;  1069.2;   10.90;
05.01.2003 13:50 ;  1069.2;  1069.2;   10.90;
05.01.2003 13:55 ;  1069.2;  1069.2;   10.90;
05.01.2003 14:00 ;  1069.2;  1069.2;   10.90;
05.01.2003 14:05 ;  1069.2;  1069.2;   10.90;
05.01.2003 14:10 ;  1069.2;  1069.2;   10.90;
05.01.2003 14:15 ;  1069.2;  1069.2;   10.90;
05.01.2003 14:20 ;  1069.2;  1069.2;   10.90;
05.01.2003 14:25 ;  1069.2;  1069.2;   10.90;
05.01.2003 14:30 ;  1069.2;  1069.2;   10.90;
05.01.2003 14:35 ;  1069.2;  1069.2;   10.90;
05.01.2003 14:40 ;  1069.2;  1069.2;   10.90;
05.01.2003 14:45 ;  1069.2;  1069.2;   10.90;
05.01.2003 14:50 ;  1069.2;  1069.2;   10.90;
05.01.2003 14:55 ;  1069.2;  1069.2;   10.90;
05.01.2003 15:00 ;  1069.2;  1069.2;   10.90;
05.01.2003 15:05 ;  1069.2;  1069.2;   10.90;
05.01.2003 15:10 ;  1069.2;  1069.2;   10.90;
05.01.2003 15:15 ;  1069.2;  1069.2;   10.90;
05.01.2003 15:20 ;  1069.2;  1069.2;   10.90;
05.01.2003 15:25 ;  1069.2;  1069.2;   10.90;
05.01.2003 15:30 ;  1069.2;  1069.2;   10.90;
05.01.2003 15:35 ;  1069.2;  1069.2;   10.90;
05.01.2003 15:40 ;  1069.2;  1069.2;   10.90;
05.01.2003 15:45 ;  1069.2;  1069.2;   10.90;
05.01.2003 15:50 ;  1069.2;  1069.2;   10.90;
05.01.2003 15:55 ;  1069.2;  1069.2;   10.90;
05.01.2003 16:00 ;  1069.2;  1069.2;   10.90;
05.01.2003 16:05 ;  1069.2;  1069.2;   10.90;
05.01.2003 16:10 ;  1069.2;  1069.2;   10.90;
05.01.2003 16:15 ;  1069.2;  1069.2;   10.90;
05.01.2003 16:20 ;  1069.2;  1069.2;   10.90;
05.01.2003 16:25 ;  1069.2;  1069.2;   10.90;
05.01.2003 16:30 ;  1069.2;  1069.2;   10.90;
05.01.2003 16:35 ;  1069.2;  1069.2;   10.90;
05.01.2003 16:40 ;  1069.2;  1069.2;   10.90;
05.01.2003 16:45 ;  1069.2;  1069.2;   10.90;
05.01.2003 16:50 ;  1069.2;  1069.2;   10.90;
05.01.2003 16:55 ;  1069.2;  1069.2;   10.90;
05.01.2003 17:00 ;  1069.2;  1069.2;   10.90;
05.01.2003 17:05 ;  1069.2;  1069.2;   10.90;
05.01.2003 17:10 ;  1069.2;  1069.2;   10.90;
05.01.2003 17:15 ;  1069.2;  1069.2;   10.90;
05.01.2003 17:20 ;  1069.2;  1069.2;   10.90;
05.01.2003 17:25 ;  1069.2;  1069.2;   10.90;
05.01.2003 17:30 ;  1069.2;  1069.2;   10.90;
05.01.2003 17:35 ;  1069.2;  1069.2;   10.90;
05.01.2003 17:40 ;  1069.2;  1069.2;   10.90;
05.01.2003 17:45 ;  1069.2;  1069.2;   10.90;
05.01.2003 17:50 ;  1069.2;  1069.2;   10.90;
05.01.2003 17:55 ;  1069.2;  1069.2;   10.90;
05.01.2003 18:00 ;  1069.2;  1069.2;   10.90;
05.01.2003 18:05 ;  1069.2;  1069.2;   10.90;
05.01.2003 18:10 ;  1069.2;  1069.2;   10.90;
05.01.2003 18:15 ;  1069.2;  1069.2;   10.90;
05.01.2003 18:20 ;  1069.2;  1069.2;   10.90;
05.01.2003 18:25 ;  1069.2;  1069.2;   10.90;
05.01.2003 18:30 ;  1069.2;  1069.2;   10.90;
05.01.2003 18:35 ;  1069.2;  1069.2;   10.90;
05.01.2003 18:40 ;  1069.2;  1069.2;   10.90;
05.01.2003 18:45 ;  1069.2;  1069.2;   10.90;
05.01.2003 18:50 ;  1069.2;  1069.2;   10.90;
05.01.2003 18:55 ;  1069.2;  1069.2;   10.90;
05.01.2003 19:00 ;  1069.2;  1069.2;   10.90;
05.01.2003 19:05 ;  1069.2;  1069.2;   10.90;
05.01.2003 19:10 ;  1069.2;  1069.2;   10.90;
05.01.2003 19:15 ;  1069.2;  1069.2;   10.90;
05.01.2003 19:20 ;  1069.2;  1069.2;   10.90;
05.01.2003 19:25 ;  1069.2;  1069.2;   10.90;
05.01.2003 19:30 ;  1069.2;  1069.2;   10.90;
05.01.2003 19:35 ;  1069.2;  1069.2;   10.90;
05.01.2003 19:40 ;  1069.2;  1069.2;   10.90;
05.01.2003 19:45 ;  1069.2;  1069.2;   10.90;
05.01.2003 19:50 ;  1069.2;  1069.2;   10.90;
05.01.2003 19:55 ;  1069.2;  1069.2;   10.90;
05.01.2003 20:00 ;  1069.2;  1069.2;   10.90;
05.01.2003 20:05 ;  1069.2;  1069.2;   10.90;
05.01.2003 20:10 ;  1069.2;  1069.2;   10.90;
05.01.2003 20:15 ;  1069.2;  1069.2;   10.90;
05.01.2003 20:20 ;  1069.2;  1069.2;   10.90;
05.01.2003 20:25 ;  1069.2;  1069.2;   10.90;
05.01.2003 20:30 ;  1069.2;  1069.2;   10.90;
05.01.2003 20:35 ;  1069.2;  1069.2;   10.90;
05.01.2003 20:40 ;  1069.2;  1069.2;   10.90;
05.01.2003 20:45 ;  1069.2;  1069.2;   10.90;
05.01.2003 20:50 ;  1069.2;  1069.2;   10.90;
05.01.2003 20:55 ;  1069.2;  1069.2;   10.90;
05.01.2003 21:00 ;  1069.2;  1069.2;   10.90;
05.01.2003 21:05 ;  1069.2;  1069.2;   10.90;
05.01.2003 21:10 ;  1069.2;  1069.2;   10.90;
05.01.2003 21:15 ;  1069.2;  1069.2;   10.90;
05.01.2003 21:20 ;  1069.2;  1069.2;   10.90;
05.01.2003 21:25 ;  1069.2;  1069.2;   10.90;
05.01.2003 21:30 ;  1069.2;  1069.2;   10.90;
05.01.2003 21:35 ;  1069.2;  1069.2;   10.90;
05.01.2003 21:40 ;  1069.2;  1069.2;   10.90;
05.01.2003 21:45 ;  1069.2;  1069.2;   10.90;
05.01.2003 21:50 ;  1069.2;  1069.2;   10.90;
05.01.2003 21:55 ;  1069.2;  1069.2;   10.90;
05.01.2003 22:00 ;  1069.2;  1069.2;   10.90;
05.01.2003 22:05 ;  1069.2;  1069.2;   10.90;
05.01.2003 22:10 ;  1069.2;  1069.2;   10.90;
05.01.2003 22:15 ;  1069.2;  1069.2;   10.90;
05.01.2003 22:20 ;  1069.2;  1069.2;   10.90;
05.01.2003 22:25 ;  1069.2;  1069.2;   10.90;
05.01.2003 22:30 ;  1069.2;  1069.2;   10.90;
05.01.2003 22:35 ;  1069.2;  1069.2;   10.90;
05.01.2003 22:40 ;  1069.2;  1069.2;   10.90;
05.01.2003 22:45 ;  1069.2;  1069.2;   10.90;
05.01.2003 22:50 ;  1069.2;  1069.2;   10.90;
05.01.2003 22:55 ;  1069.2;  1069.2;   10.90;
05.01.2003 23:00 ;  1069.2;  1069.2;   10.90;
05.01.2003 23:05 ;  1069.2;  1069.2;   10.90;
05.01.2003 23:10 ;  1069.2;  1069.2;   10.90;
05.01.2003 23:15 ;  1069.2;  1069.2;   10.90;
05.01.2003 23:20 ;  1069.2;  1069.2;   10.90;
05.01.2003 23:25 ;  1069.2;  1069.2;   10.90;
05.01.2003 23:30 ;  1069.2;  1069.2;   10.90;
05.01.2003 23:35 ;  1069.2;  1069.2;   10.90;
05.01.2003 23:40 ;  1069.2;  1069.2;   10.90;
05.01.2003 23:45 ;  1069.2;  1069.2;   10.90;
05.01.2003 23:50 ;  1069.2;  1069.2;   10.90;
05.01.2003 23:55 ;  1069.2;  1069.2;   10.90;
06.01.2003 00:00 ;  1069.2;  1069.2;   10.90;
06.01.2003 00:05 ;  1069.2;  1069.2;   10.90;
06.01.2003 00:10 ;  1069.2;  1069.2;   10.90;
06.01.2003 00:15 ;  1069.2;  1069.2;   10.90;
06.01.2003 00:20 ;  1069.2;  1069.2;   10.90;
06.01.2003 00:25 ;  1069.2;  1069.2;   10.90;
06.01.2003 00:30 ;  1069.2;  1069.2;   10.90;
06.01.2003 00:35 ;  1069.2;  1069.2;   10.90;
06.01.2003 00:40 ;  1069.2;  1069.2;   10.90;
06.01.2003 00:45 ;  1069.2;  1069.2;   10.90;
06.01.2003 00:50 ;  1069.2;  1069.2;   10.90;
06.01.2003 00:55 ;  1069.2;  1069.2;   10.90;
06.01.2003 01:00 ;  1069.2;  1069.2;   10.90;
06.01.2003 01:05 ;  1069.2;  1069.2;   10.90;
06.01.2003 01:10 ;  1069.2;  1069.2;   10.90;
06.01.2003 01:15 ;  1069.2;  1069.2;   10.90;
06.01.2003 01:20 ;  1069.2;  1069.2;   10.90;
06.01.2003 01:25 ;  1069.2;  1069.2;   10.90;
06.01.2003 01:30 ;  1069.2;  1069.2;   10.90;
06.01.2003 01:35 ;  1069.2;  1069.2;   10.90;
06.01.2003 01:40 ;  1069.2;  1069.2;   10.90;
06.01.2003 01:45 ;  1069.2;  1069.2;   10.90;
06.01.2003 01:50 ;  1069.2;  1069.2;   10.90;
06.01.2003 01:55 ;  1069.2;  1069.2;   10.90;
06.01.2003 02:00 ;  1069.2;  1069.2;   10.90;
06.01.2003 02:05 ;  1069.2;  1069.2;   10.90;
06.01.2003 02:10 ;  1069.2;  1069.2;   10.90;
06.01.2003 02:15 ;  1069.2;  1069.2;   10.90;
06.01.2003 02:20 ;  1069.2;  1069.2;   10.90;
06.01.2003 02:25 ;  1069.2;  1069.2;   10.90;
06.01.2003 02:30 ;  1069.2;  1069.2;   10.90;
06.01.2003 02:35 ;  1069.2;  1069.2;   10.90;
06.01.2003 02:40 ;  1069.2;  1069.2;   10.90;
06.01.2003 02:45 ;  1069.2;  1069.2;   10.90;
06.01.2003 02:50 ;  1069.2;  1069.2;   10.90;
06.01.2003 02:55 ;  1069.2;  1069.2;   10.90;
06.01.2003 03:00 ;  1069.2;  1069.2;   10.90;
06.01.2003 03:05 ;  1069.2;  1069.2;   10.90;
06.01.2003 03:10 ;  1069.2;  1069.2;   10.90;
06.01.2003 03:15 ;  1069.2;  1069.2;   10.90;
06.01.2003 03:20 ;  1069.2;  1069.2;   10.90;
06.01.2003 03:25 ;  1069.2;  1069.2;   10.90;
06.01.2003 03:30 ;  1069.2;  1069.2;   10.90;
06.01.2003 03:35 ;  1069.2;  1069.2;   10.90;
06.01.2003 03:40 ;  1069.2;  1069.2;   10.90;
06.01.2003 03:45 ;  1069.2;  1069.2;   10.90;
06.01.2003 03:50 ;  1069.2;  1069.2;   10.90;
06.01.2003 03:55 ;  1069.2;  1069.2;   10.90;
06.01.2003 04:00 ;  1069.2;  1069.2;   10.90;
06.01.2003 04:05 ;  1069.2;  1069.2;   10.90;
06.01.2003 04:10 ;  1069.2;  1069.2;   10.90;
06.01.2003 04:15 ;  1069.2;  1069.2;   10.90;
06.01.2003 04:20 ;  1069.2;  1069.2;   10.90;
06.01.2003 04:25 ;  1069.2;  1069.2;   10.90;
06.01.2003 04:30 ;  1069.2;  1069.2;   10.90;
06.01.2003 04:35 ;  1069.2;  1069.2;   10.90;
06.01.2003 04:40 ;  1069.2;  1069.2;   10.90;
06.01.2003 04:45 ;  1069.2;  1069.2;   10.90;
06.01.2003 04:50 ;  1069.2;  1069.2;   10.90;
06.01.2003 04:55 ;  1069.2;  1069.2;   10.90;
06.01.2003 05:00 ;  1069.2;  1069.2;   10.90;
06.01.2003 05:05 ;  1069.2;  1069.2;   10.90;
06.01.2003 05:10 ;  1069.2;  1069.2;   10.90;
06.01.2003 05:15 ;  1069.2;  1069.2;   10.90;
06.01.2003 05:20 ;  1069.2;  1069.2;   10.90;
06.01.2003 05:25 ;  1069.2;  1069.2;   10.90;
06.01.2003 05:30 ;  1069.2;  1069.2;   10.90;
06.01.2003 05:35 ;  1069.2;  1069.2;   10.90;
06.01.2003 05:40 ;  1069.2;  1069.2;   10.90;
06.01.2003 05:45 ;  1069.2;  1069.2;   10.90;
06.01.2003 05:50 ;  1069.2;  1069.2;   10.90;
06.01.2003 05:55 ;  1069.2;  1069.2;   10.90;
06.01.2003 06:00 ;  1069.2;  1069.2;   10.90;
06.01.2003 06:05 ;  1069.2;  1069.2;   10.90;
06.01.2003 06:10 ;  1069.2;  1069.2;   10.90;
06.01.2003 06:15 ;  1069.2;  1069.2;   10.90;
