  Ermittelte Wasserstände für die Pegelpunkte 
  ------------------------------------------- 
           Punktnummern (ID Nr. der  Nodes des Berechnungsnetzes )
          812952   812956   814261
 
  Zeit [h]  Wasserstand [m ü NN]  
 -----------------------------------------------------------------------------------------
 
   37.0000   32.896   32.892   32.876
   37.2500   32.896   32.892   32.876
   37.5000   32.896   32.892   32.876
   37.7500   32.896   32.892   32.876
   38.0000   32.896   32.892   32.876
   38.2500   32.896   32.892   32.876
   38.5000   32.896   32.892   32.876
   38.7500   32.896   32.892   32.876
   39.0000   32.896   32.892   32.876
   39.2500   32.896   32.892   32.876
   39.5000   32.896   32.892   32.876
   39.7500   32.896   32.892   32.876
   40.0000   32.896   32.892   32.876
   40.2500   32.896   32.892   32.876
   40.5000   32.896   32.892   32.876
   40.7500   32.896   32.892   32.876
   41.0000   32.896   32.892   32.876
   41.2500   32.896   32.892   32.876
   41.5000   32.896   32.892   32.876
   41.7500   32.896   32.892   32.876
   42.0000   32.896   32.892   32.876
   42.2500   32.896   32.892   32.876
   42.5000   32.896   32.892   32.876
   42.7500   32.896   32.892   32.876
   43.0000   32.896   32.892   32.876
   43.2500   32.896   32.892   32.876
   43.5000   32.896   32.892   32.876
   43.7500   32.896   32.892   32.876
   44.0000   32.896   32.892   32.876
   44.2500   32.896   32.892   32.876
   44.5000   32.896   32.892   32.876
   44.7500   32.896   32.892   32.876
   45.0000   32.896   32.892   32.876
   45.2500   32.896   32.892   32.876
   45.5000   32.896   32.892   32.876
   45.7500   32.896   32.892   32.876
   46.0000   32.896   32.892   32.876
   46.2500   32.896   32.892   32.876
   46.5000   32.896   32.892   32.876
   46.7500   32.896   32.892   32.876
   47.0000   32.896   32.892   32.876
   47.2500   32.896   32.892   32.876
   47.5000   32.896   32.892   32.876
   47.7500   32.896   32.892   32.876
   48.0000   32.896   32.892   32.876
   48.2500   32.896   32.892   32.876
   48.5000   32.896   32.892   32.876
   48.7500   32.896   32.892   32.876
   49.0000   32.896   32.892   32.876
   49.2500   32.896   32.892   32.876
   49.5000   32.896   32.892   32.876
   49.7500   32.896   32.892   32.876
   50.0000   32.896   32.892   32.876
   50.2500   32.896   32.892   32.876
   50.5000   32.896   32.892   32.876
   50.7500   32.896   32.892   32.876
   51.0000   32.896   32.892   32.876
   51.2500   32.896   32.892   32.876
   51.5000   32.896   32.892   32.876
   51.7500   32.896   32.892   32.876
   52.0000   32.896   32.892   32.876
   52.2500   32.896   32.892   32.876
   52.5000   32.896   32.892   32.876
   52.7500   32.896   32.892   32.876
   53.0000   32.896   32.892   32.876
   53.2500   32.896   32.892   32.876
   53.5000   32.896   32.892   32.876
   53.7500   32.896   32.892   32.876
   54.0000   32.896   32.892   32.876
   54.2500   32.896   32.892   32.876
   54.5000   32.896   32.892   32.876
   54.7500   32.896   32.892   32.876
   55.0000   32.896   32.892   32.876
   55.2500   32.896   32.892   32.876
   55.5000   32.896   32.892   32.876
   55.7500   32.896   32.892   32.876
   56.0000   32.896   32.892   32.876
   56.2500   32.896   32.892   32.876
   56.5000   32.896   32.892   32.876
   56.7500   32.896   32.892   32.876
   57.0000   32.896   32.892   32.876
   57.2500   32.896   32.892   32.876
   57.5000   32.896   32.892   32.876
   57.7500   32.896   32.892   32.876
   58.0000   32.896   32.892   32.876
   58.2500   32.896   32.892   32.876
   58.5000   32.896   32.892   32.876
   58.7500   32.896   32.892   32.876
   59.0000   32.896   32.892   32.876
   59.2500   32.896   32.892   32.876
   59.5000   32.896   32.892   32.876
   59.7500   32.896   32.892   32.876
   60.0000   32.896   32.892   32.876
   60.2500   32.896   32.892   32.876
   60.5000   32.896   32.892   32.876
   60.7500   32.896   32.892   32.876
   61.0000   32.896   32.892   32.876
   61.2500   32.896   32.892   32.876
   61.5000   32.896   32.892   32.876
   61.7500   32.896   32.892   32.876
   62.0000   32.896   32.892   32.876
   62.2500   32.896   32.892   32.876
   62.5000   32.896   32.892   32.876
   62.7500   32.896   32.892   32.876
   63.0000   32.896   32.892   32.876
   63.2500   32.896   32.892   32.876
   63.5000   32.896   32.892   32.876
   63.7500   32.896   32.892   32.876
   64.0000   32.896   32.892   32.876
   64.2500   32.896   32.892   32.876
   64.5000   32.896   32.892   32.876
   64.7500   32.896   32.892   32.876
   65.0000   32.896   32.892   32.876
   65.2500   32.896   32.892   32.876
   65.5000   32.896   32.892   32.876
   65.7500   32.896   32.892   32.876
   66.0000   32.896   32.892   32.876
   66.2500   32.896   32.892   32.876
   66.5000   32.896   32.892   32.876
   66.7500   32.896   32.892   32.876
   67.0000   32.896   32.892   32.876
   67.2500   32.896   32.892   32.876
   67.5000   32.896   32.892   32.876
   67.7500   32.896   32.892   32.876
   68.0000   32.896   32.892   32.876
