JAMSLong	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	
@data
@start
2018-10-25 00:00	0.700000	0.060000	0.194000	0.018000	0.060000	0.065000	0.392000	0.600000	0.170000	0.340000	0.064000	0.660000	0.076000	1.340000	0.053000	1.250000	0.143000	0.348000	0.221000	0.529000	0.703000	0.364000	1.520000	0.046000	0.477000	0.188000	0.674000	0.149000	0.117000	0.390000	1.730000	0.505000	0.008000	0.047000	0.093000	0.209134	0.000044	0.001010	0.017571	0.000078	0.009166	0.000048	0.032441	0.024934	0.003787	0.000000	0.101168	0.002960	0.553063	0.109549	0.091343	0.007915	0.047737	0.190727	0.077698	0.386337	0.386337	0.001461	0.063626	0.009155	0.000000	0.118318	0.000233	0.003273	0.223242	0.083672	0.000009	0.021735	0.000113	0.817652	
2018-10-26 00:00	0.580000	0.060000	0.194000	0.016000	0.044000	0.065000	0.311000	0.486000	0.111000	0.340000	0.064000	0.490000	0.076000	1.240000	0.036000	0.929000	0.143000	0.348000	0.197000	0.447000	0.703000	0.423000	1.520000	0.040000	0.324000	0.156000	0.633000	0.149000	0.089000	0.310000	1.640000	0.364000	0.008000	0.031000	0.199000	0.207338	0.000045	0.001156	0.017422	0.000078	0.009087	0.000048	0.032163	0.024720	0.003755	0.000000	0.102670	0.004528	0.550695	0.112484	0.090597	0.007847	0.047326	0.189157	0.077762	0.383794	0.383794	0.001455	0.063093	0.012850	0.000000	0.117314	0.000338	0.004316	0.221327	0.082971	0.000009	0.021548	0.000114	0.871270	
2018-10-27 00:00	0.820000	0.060000	0.171000	0.016000	0.044000	0.065000	0.311000	0.486000	0.111000	0.340000	0.064000	0.490000	0.041000	1.440000	0.036000	0.987000	0.143000	0.390000	0.197000	0.447000	0.621000	0.455000	1.710000	0.035000	0.257000	0.188000	0.633000	0.121000	0.089000	0.310000	1.550000	0.364000	0.045000	0.047000	0.199000	0.205531	0.000045	0.001240	0.017272	0.000077	0.009008	0.000048	0.031884	0.024504	0.003722	0.000000	0.103164	0.005419	0.547294	0.113660	0.089832	0.007779	0.046913	0.187550	0.077521	0.380924	0.380924	0.001447	0.062559	0.014830	0.000000	0.116303	0.000394	0.004873	0.219400	0.082264	0.000009	0.021360	0.000115	0.000000	
2018-10-28 00:00	0.700000	0.060000	0.171000	0.018000	0.044000	0.065000	0.273000	0.427000	0.111000	0.340000	0.051000	0.490000	0.052000	1.240000	0.036000	0.872000	0.143000	0.348000	0.175000	0.328000	0.703000	0.423000	1.710000	0.040000	0.257000	0.188000	0.633000	0.121000	0.089000	0.280000	1.460000	0.433000	0.017000	0.031000	0.173000	0.203791	0.000060	0.001287	0.017121	0.000076	0.008928	0.000047	0.031604	0.024287	0.003689	0.000000	0.104660	0.005890	0.544950	0.117513	0.089059	0.007710	0.046497	0.185985	0.077397	0.378321	0.378321	0.001441	0.062845	0.018720	0.000000	0.115285	0.000449	0.005449	0.217462	0.081559	0.000009	0.021170	0.000116	5.444572	
2018-10-29 00:00	0.700000	0.110000	0.171000	0.016000	0.085000	0.065000	0.392000	0.427000	0.111000	0.340000	0.064000	0.490000	0.063000	1.440000	0.045000	1.050000	0.143000	0.311000	0.197000	0.367000	0.880000	0.423000	1.440000	0.053000	0.563000	0.188000	0.633000	0.299000	0.089000	0.310000	1.550000	0.586000	0.017000	0.065000	0.297000	0.202037	0.000088	0.001333	0.016969	0.000076	0.008848	0.000047	0.031322	0.024068	0.003656	0.000000	0.106918	0.006692	0.543341	0.122349	0.088286	0.007641	0.046079	0.184386	0.079341	0.377724	0.377724	0.001454	0.062911	0.023473	0.000000	0.114262	0.000581	0.007138	0.215514	0.080853	0.000009	0.020980	0.000117	1.442299	
2018-10-30 00:00	0.580000	0.080000	0.171000	0.011000	0.085000	0.065000	0.351000	0.486000	0.111000	0.380000	0.064000	0.570000	0.089000	1.240000	0.036000	0.987000	0.143000	0.311000	0.197000	0.529000	0.880000	0.455000	1.270000	0.061000	0.477000	0.188000	0.633000	0.417000	0.089000	0.310000	1.640000	0.433000	0.017000	0.086000	0.497000	0.200680	0.000118	0.001373	0.016817	0.000075	0.008767	0.000046	0.031038	0.023849	0.003622	0.000000	0.145911	0.029260	0.578855	0.145168	0.087555	0.007571	0.045659	0.182910	0.089578	0.385356	0.385356	0.001475	0.063291	0.040554	0.000000	0.113233	0.001026	0.010891	0.213558	0.080157	0.000009	0.020789	0.000117	5.947234	
2018-10-31 00:00	0.470000	0.080000	0.171000	0.011000	0.085000	0.065000	0.311000	0.600000	0.140000	0.340000	0.051000	0.760000	0.076000	1.340000	0.036000	1.110000	0.143000	0.277000	0.248000	0.614000	1.010000	0.455000	1.440000	0.070000	0.477000	0.188000	0.633000	0.478000	0.089000	0.350000	1.640000	0.364000	0.017000	0.065000	0.297000	0.199127	0.000136	0.001382	0.016664	0.000074	0.008686	0.000046	0.030754	0.023629	0.003589	0.000000	0.168800	0.042741	0.598060	0.157927	0.086794	0.007501	0.045238	0.181344	0.095381	0.388510	0.388510	0.001485	0.063284	0.050233	0.000000	0.112200	0.001286	0.013006	0.211593	0.079449	0.000009	0.020597	0.000118	0.000000	
2018-11-01 00:00	0.700000	0.060000	0.171000	0.011000	0.060000	0.057000	0.273000	0.486000	0.140000	0.340000	0.064000	0.760000	0.089000	1.440000	0.036000	0.872000	0.167000	0.311000	0.197000	0.447000	0.703000	0.455000	1.350000	0.053000	0.477000	0.156000	0.633000	0.337000	0.089000	0.310000	1.550000	0.505000	0.020000	0.047000	0.261000	0.197437	0.000145	0.001373	0.016510	0.000074	0.008605	0.000046	0.030469	0.023408	0.003555	0.000000	0.180453	0.049878	0.605884	0.163727	0.086014	0.007431	0.044815	0.179715	0.098096	0.388542	0.388542	0.001487	0.063010	0.054806	0.000000	0.111163	0.001418	0.013996	0.209622	0.078731	0.000009	0.020404	0.000119	0.000000	
2018-11-02 00:00	0.470000	0.060000	0.171000	0.011000	0.060000	0.057000	0.273000	0.427000	0.111000	0.340000	0.051000	0.860000	0.076000	1.240000	0.045000	0.872000	0.167000	0.277000	0.197000	0.407000	0.703000	0.488000	1.040000	0.046000	0.324000	0.156000	0.633000	0.243000	0.089000	0.280000	1.550000	0.433000	0.009000	0.047000	0.173000	0.195652	0.000148	0.001352	0.016355	0.000073	0.008524	0.000045	0.030182	0.023186	0.003522	0.000000	0.184434	0.052681	0.605935	0.164826	0.085219	0.007361	0.044391	0.178042	0.098707	0.386446	0.386446	0.001483	0.062556	0.055948	0.000000	0.110123	0.001464	0.014232	0.207645	0.078007	0.000009	0.020211	0.000119	0.000000	
2018-11-03 00:00	0.470000	0.060000	0.171000	0.011000	0.044000	0.057000	0.311000	0.486000	0.111000	0.340000	0.064000	0.760000	0.076000	1.240000	0.036000	0.822000	0.167000	0.277000	0.197000	0.447000	0.703000	0.455000	1.110000	0.035000	0.324000	0.156000	0.633000	0.206000	0.089000	0.280000	1.550000	0.433000	0.009000	0.031000	0.071000	0.193804	0.000148	0.001324	0.016201	0.000072	0.008442	0.000045	0.029896	0.022964	0.003488	0.000000	0.183329	0.052609	0.600831	0.162860	0.084414	0.007290	0.043966	0.176341	0.097927	0.382942	0.382942	0.001476	0.061984	0.054865	0.000000	0.109079	0.001455	0.013983	0.205664	0.077278	0.000008	0.020018	0.000120	0.000000	
2018-11-04 00:00	0.470000	0.060000	0.171000	0.011000	0.044000	0.057000	0.273000	0.427000	0.111000	0.340000	0.051000	0.760000	0.076000	1.150000	0.036000	0.822000	0.167000	0.277000	0.197000	0.407000	0.621000	0.423000	1.110000	0.035000	0.324000	0.156000	0.633000	0.121000	0.089000	0.280000	1.550000	0.433000	0.009000	0.031000	0.071000	0.191913	0.000145	0.001294	0.016046	0.000072	0.008360	0.000044	0.029608	0.022742	0.003454	0.000000	0.178998	0.050709	0.592454	0.158994	0.083604	0.007220	0.043540	0.174622	0.096268	0.378549	0.378549	0.001466	0.061341	0.052418	0.000000	0.108034	0.001410	0.013439	0.203679	0.076545	0.000008	0.019824	0.000120	0.000000	
2018-11-05 00:00	0.470000	0.060000	0.171000	0.011000	0.044000	0.057000	0.273000	0.369000	0.086000	0.340000	0.051000	0.970000	0.063000	1.150000	0.036000	0.822000	0.167000	0.277000	0.197000	0.407000	0.540000	0.455000	1.040000	0.035000	0.257000	0.156000	0.633000	0.243000	0.089000	0.280000	1.460000	0.433000	0.009000	0.031000	0.052000	0.189998	0.000141	0.001263	0.015890	0.000071	0.008278	0.000044	0.029320	0.022519	0.003420	0.000000	0.172757	0.047725	0.582140	0.154052	0.082789	0.007149	0.043114	0.172892	0.094092	0.373631	0.373631	0.001455	0.060657	0.049213	0.000000	0.106986	0.001347	0.012735	0.201691	0.075809	0.000008	0.019630	0.000120	0.000000	
2018-11-06 00:00	0.580000	0.060000	0.171000	0.011000	0.044000	0.065000	0.273000	0.310000	0.086000	0.380000	0.051000	0.970000	0.063000	1.340000	0.027000	0.822000	0.167000	0.277000	0.197000	0.367000	0.397000	0.393000	1.520000	0.031000	0.257000	0.156000	0.633000	0.318000	0.089000	0.280000	1.370000	0.433000	0.009000	0.031000	0.038000	0.188069	0.000137	0.001233	0.015735	0.000070	0.008197	0.000044	0.029032	0.022296	0.003386	0.000000	0.165525	0.044176	0.570819	0.148601	0.081973	0.007078	0.042687	0.171158	0.091653	0.368446	0.368446	0.001443	0.059954	0.045665	0.000000	0.105938	0.001274	0.011961	0.199701	0.075072	0.000008	0.019435	0.000121	0.000000	
2018-11-07 00:00	0.370000	0.060000	0.171000	0.011000	0.044000	0.065000	0.273000	0.369000	0.086000	0.380000	0.051000	0.660000	0.063000	1.150000	0.027000	0.822000	0.167000	0.242000	0.197000	0.367000	0.397000	0.364000	1.270000	0.031000	0.257000	0.124000	0.633000	0.299000	0.089000	0.280000	1.460000	0.433000	0.009000	0.031000	0.032000	0.186135	0.000132	0.001206	0.015579	0.000070	0.008115	0.000043	0.028744	0.022074	0.003353	0.000000	0.157930	0.040415	0.559127	0.143024	0.081156	0.007007	0.042260	0.169422	0.089121	0.363167	0.363167	0.001431	0.059247	0.042053	0.000000	0.104888	0.001199	0.011179	0.197711	0.074333	0.000008	0.019241	0.000121	0.000000	
2018-11-08 00:00	0.370000	0.060000	0.171000	0.011000	0.044000	0.057000	0.273000	0.369000	0.086000	0.380000	0.051000	0.570000	0.063000	1.070000	0.027000	0.822000	0.167000	0.242000	0.197000	0.328000	0.397000	0.336000	1.190000	0.027000	0.196000	0.156000	0.633000	0.224000	0.089000	0.280000	1.460000	0.433000	0.009000	0.031000	0.032000	0.184201	0.000128	0.001181	0.015423	0.000069	0.008033	0.000043	0.028456	0.021851	0.003319	0.000000	0.150386	0.036678	0.547487	0.137572	0.080339	0.006937	0.041833	0.167691	0.086611	0.357910	0.357910	0.001419	0.058544	0.038560	0.000000	0.103838	0.001127	0.010428	0.195720	0.073594	0.000008	0.019047	0.000121	0.000613	
2018-11-09 00:00	0.470000	0.060000	0.171000	0.011000	0.044000	0.057000	0.273000	0.369000	0.086000	0.380000	0.051000	0.660000	0.063000	1.240000	0.027000	0.872000	0.167000	0.242000	0.197000	0.328000	0.397000	0.336000	1.040000	0.031000	0.196000	0.156000	0.633000	0.121000	0.089000	0.280000	1.550000	0.433000	0.009000	0.031000	0.038000	0.182270	0.000123	0.001159	0.015267	0.000068	0.007951	0.000042	0.028167	0.021628	0.003285	0.000000	0.143156	0.033113	0.536165	0.132397	0.079523	0.006866	0.041406	0.165962	0.084193	0.352746	0.352746	0.001406	0.057853	0.035294	0.000000	0.102788	0.001059	0.009731	0.193729	0.072855	0.000008	0.018852	0.000121	0.000000	
2018-11-10 00:00	0.420000	0.060000	0.171000	0.011000	0.044000	0.057000	0.311000	0.369000	0.086000	0.380000	0.051000	0.660000	0.063000	1.150000	0.036000	0.822000	0.167000	0.242000	0.197000	0.367000	0.397000	0.336000	1.440000	0.031000	0.196000	0.156000	0.633000	0.108000	0.089000	0.280000	1.460000	0.433000	0.009000	0.031000	0.038000	0.180346	0.000119	0.001139	0.015112	0.000068	0.007869	0.000042	0.027879	0.021405	0.003251	0.000000	0.136396	0.029808	0.525320	0.127592	0.078708	0.006795	0.040980	0.164251	0.081910	0.347721	0.347721	0.001394	0.057176	0.032317	0.000000	0.101739	0.000999	0.009102	0.191740	0.072117	0.000008	0.018658	0.000121	0.005047	
2018-11-11 00:00	0.370000	0.080000	0.171000	0.013000	0.044000	0.057000	0.311000	0.427000	0.086000	0.380000	0.051000	0.660000	0.063000	1.070000	0.036000	0.872000	0.167000	0.242000	0.197000	0.367000	0.397000	0.336000	1.270000	0.031000	0.196000	0.156000	0.633000	0.121000	0.089000	0.310000	1.460000	0.505000	0.009000	0.047000	0.032000	0.178529	0.000202	0.001122	0.014956	0.000067	0.007787	0.000041	0.027591	0.021183	0.003217	0.000000	0.130423	0.026819	0.515372	0.124221	0.077912	0.006724	0.040554	0.162628	0.079875	0.342947	0.342947	0.001383	0.056515	0.030519	0.000000	0.100690	0.000975	0.008945	0.189753	0.071379	0.000008	0.018464	0.000121	0.314237	
2018-11-12 00:00	0.370000	0.110000	0.171000	0.011000	0.044000	0.049000	0.273000	0.427000	0.086000	0.380000	0.051000	0.660000	0.063000	0.996000	0.045000	0.822000	0.167000	0.242000	0.197000	0.367000	0.397000	0.393000	1.110000	0.035000	0.196000	0.156000	0.674000	0.224000	0.089000	0.280000	1.460000	0.505000	0.009000	0.047000	0.038000	0.177182	0.000314	0.001328	0.014801	0.000066	0.007705	0.000041	0.027330	0.020960	0.003184	0.000000	0.125203	0.024189	0.506649	0.122315	0.077337	0.006654	0.040129	0.161529	0.078317	0.338656	0.338656	0.001371	0.055870	0.029931	0.000000	0.099643	0.001017	0.009445	0.187769	0.070641	0.000008	0.018271	0.000121	0.936265	
2018-11-13 00:00	0.420000	0.110000	0.194000	0.013000	0.044000	0.057000	0.273000	0.544000	0.140000	0.420000	0.040000	0.660000	0.063000	1.150000	0.053000	1.050000	0.167000	0.277000	0.221000	0.487000	0.397000	0.393000	0.967000	0.040000	0.196000	0.188000	0.721000	0.187000	0.089000	0.310000	1.550000	0.505000	0.009000	0.110000	0.032000	0.176881	0.000431	0.001642	0.014645	0.000066	0.007624	0.000041	0.027088	0.020739	0.003150	0.000000	0.128230	0.025606	0.507224	0.127562	0.076772	0.006584	0.039705	0.161056	0.080571	0.338182	0.338182	0.001370	0.055240	0.034742	0.000000	0.098597	0.002008	0.012771	0.185812	0.069905	0.000008	0.018210	0.000121	4.407209	
2018-11-14 00:00	0.420000	0.110000	0.171000	0.011000	0.060000	0.049000	0.236000	0.544000	0.170000	0.380000	0.023000	0.760000	0.063000	1.240000	0.053000	0.929000	0.167000	0.311000	0.221000	0.529000	0.397000	0.336000	1.040000	0.046000	0.196000	0.156000	0.674000	0.281000	0.089000	0.310000	1.640000	0.505000	0.009000	0.086000	0.032000	0.175953	0.000498	0.001828	0.014490	0.000065	0.007543	0.000040	0.026828	0.020518	0.003116	0.000000	0.128701	0.025894	0.504619	0.129692	0.076115	0.006513	0.039281	0.160090	0.081418	0.336308	0.336308	0.001366	0.054625	0.037111	0.000000	0.097553	0.002622	0.014697	0.183850	0.069171	0.000008	0.018098	0.000121	0.000116	
2018-11-15 00:00	0.370000	0.080000	0.171000	0.008000	0.044000	0.049000	0.273000	0.427000	0.170000	0.380000	0.017000	0.860000	0.063000	1.150000	0.053000	0.822000	0.167000	0.277000	0.197000	0.407000	0.397000	0.336000	0.967000	0.040000	0.196000	0.156000	0.674000	0.206000	0.089000	0.280000	1.550000	0.505000	0.009000	0.065000	0.032000	0.174589	0.000531	0.001925	0.014336	0.000064	0.007461	0.000040	0.026558	0.020297	0.003083	0.000000	0.127505	0.025460	0.499917	0.129728	0.075396	0.006443	0.038859	0.158782	0.081314	0.333489	0.333489	0.001360	0.054023	0.037837	0.000000	0.096512	0.002973	0.015660	0.181888	0.068438	0.000007	0.017949	0.000121	0.000054	
2018-11-16 00:00	0.320000	0.080000	0.171000	0.008000	0.044000	0.049000	0.273000	0.427000	0.170000	0.380000	0.017000	0.860000	0.063000	1.150000	0.053000	0.822000	0.167000	0.242000	0.197000	0.367000	0.397000	0.364000	0.897000	0.035000	0.196000	0.156000	0.674000	0.135000	0.089000	0.280000	1.460000	0.586000	0.009000	0.047000	0.026000	0.172932	0.000540	0.001961	0.014182	0.000064	0.007381	0.000039	0.026280	0.020077	0.003049	0.000000	0.125276	0.024590	0.493895	0.128408	0.074635	0.006373	0.038437	0.157245	0.080588	0.330056	0.330056	0.001352	0.053434	0.037499	0.000000	0.095473	0.003144	0.015976	0.179927	0.067707	0.000007	0.017777	0.000121	0.000000	
2018-11-17 00:00	0.320000	0.080000	0.171000	0.008000	0.044000	0.049000	0.273000	0.369000	0.170000	0.380000	0.017000	0.760000	0.063000	1.070000	0.053000	0.772000	0.167000	0.242000	0.197000	0.328000	0.397000	0.364000	0.967000	0.035000	0.196000	0.124000	0.674000	0.149000	0.089000	0.280000	1.460000	0.586000	0.009000	0.047000	0.026000	0.171085	0.000535	0.001957	0.014028	0.000063	0.007300	0.000039	0.025997	0.019857	0.003016	0.000000	0.122461	0.023487	0.487102	0.126259	0.073847	0.006304	0.038017	0.155559	0.079475	0.326246	0.326246	0.001343	0.052856	0.036506	0.000000	0.094437	0.003196	0.015874	0.177970	0.066978	0.000007	0.017588	0.000120	0.000000	
2018-11-18 00:00	0.320000	0.060000	0.171000	0.008000	0.044000	0.049000	0.236000	0.310000	0.140000	0.380000	0.017000	0.760000	0.063000	1.070000	0.053000	0.772000	0.167000	0.207000	0.197000	0.328000	0.397000	0.364000	0.967000	0.035000	0.196000	0.124000	0.674000	0.149000	0.089000	0.280000	1.370000	0.505000	0.009000	0.047000	0.026000	0.169198	0.000559	0.001942	0.013875	0.000062	0.007220	0.000038	0.025739	0.019639	0.002983	0.000000	0.119368	0.022287	0.479999	0.123650	0.073045	0.006240	0.037599	0.154446	0.078142	0.322224	0.322224	0.001333	0.052287	0.035149	0.000000	0.093404	0.003172	0.015516	0.176515	0.066251	0.000007	0.017569	0.000120	0.557552	
2018-11-19 00:00	0.370000	0.140000	0.171000	0.011000	0.044000	0.049000	0.273000	0.369000	0.140000	0.380000	0.023000	0.860000	0.063000	1.240000	0.053000	0.872000	0.167000	0.242000	0.197000	0.447000	0.397000	0.364000	1.040000	0.040000	0.196000	0.156000	0.674000	0.149000	0.089000	0.310000	1.460000	0.586000	0.009000	0.065000	0.032000	0.167243	0.000621	0.001951	0.013722	0.000062	0.007139	0.000038	0.025491	0.019421	0.002950	0.000000	0.116205	0.021082	0.472768	0.120836	0.072258	0.006177	0.037182	0.153147	0.076704	0.318108	0.318108	0.001323	0.051734	0.033627	0.000000	0.092375	0.003103	0.015016	0.175440	0.065527	0.000007	0.017474	0.000120	0.522565	
2018-11-20 00:00	0.470000	0.140000	0.171000	0.013000	0.044000	0.049000	0.273000	0.427000	0.140000	0.380000	0.017000	0.970000	0.063000	1.340000	0.053000	0.822000	0.167000	0.277000	0.197000	0.487000	0.397000	0.364000	1.350000	0.046000	0.257000	0.156000	0.674000	0.262000	0.089000	0.310000	1.550000	0.586000	0.009000	0.065000	0.052000	0.165230	0.000650	0.001938	0.013570	0.000061	0.007060	0.000038	0.025227	0.019204	0.002917	0.000000	0.113107	0.019930	0.465551	0.117984	0.071460	0.006112	0.036766	0.151605	0.075236	0.313972	0.313972	0.001313	0.051205	0.032071	0.000000	0.091350	0.003010	0.014452	0.174045	0.064808	0.000007	0.017327	0.000119	0.259727	
2018-11-21 00:00	0.420000	0.110000	0.171000	0.013000	0.044000	0.049000	0.236000	0.369000	0.140000	0.380000	0.017000	0.970000	0.063000	1.150000	0.053000	0.772000	0.143000	0.277000	0.197000	0.447000	0.397000	0.393000	1.270000	0.035000	0.324000	0.156000	0.674000	0.243000	0.089000	0.310000	1.460000	0.505000	0.020000	0.065000	0.032000	0.163199	0.000656	0.001906	0.013418	0.000060	0.006980	0.000037	0.024982	0.018988	0.002884	0.000000	0.110155	0.018866	0.458471	0.115204	0.070658	0.006045	0.036353	0.149931	0.073791	0.309872	0.309872	0.001303	0.050734	0.030566	0.000000	0.090329	0.002906	0.013876	0.172436	0.064145	0.000007	0.017146	0.000119	0.404496	
2018-11-22 00:00	0.370000	0.110000	0.171000	0.013000	0.044000	0.049000	0.236000	0.369000	0.140000	0.380000	0.017000	0.970000	0.063000	1.150000	0.053000	0.772000	0.143000	0.277000	0.197000	0.447000	0.397000	0.423000	1.110000	0.035000	0.324000	0.156000	0.674000	0.187000	0.089000	0.280000	1.550000	0.505000	0.020000	0.065000	0.032000	0.161192	0.000649	0.001884	0.013267	0.000060	0.006901	0.000037	0.024874	0.018773	0.002851	0.000000	0.107398	0.017907	0.451641	0.112570	0.069856	0.005977	0.035942	0.148440	0.072398	0.305920	0.305920	0.001292	0.050425	0.029165	0.000000	0.089312	0.002803	0.013321	0.171283	0.063631	0.000007	0.016943	0.000118	0.607701	
2018-11-23 00:00	0.320000	0.110000	0.171000	0.013000	0.044000	0.049000	0.273000	0.369000	0.140000	0.380000	0.017000	0.970000	0.063000	1.070000	0.053000	0.772000	0.143000	0.277000	0.197000	0.487000	0.397000	0.364000	1.190000	0.040000	0.324000	0.156000	0.674000	0.187000	0.064000	0.280000	1.550000	0.505000	0.020000	0.065000	0.038000	0.160587	0.000633	0.002322	0.013117	0.000059	0.006823	0.000036	0.025350	0.018586	0.002819	0.000000	0.107788	0.018182	0.449400	0.115738	0.069341	0.005915	0.035854	0.149848	0.073346	0.304320	0.304320	0.001305	0.050416	0.031871	0.000000	0.088299	0.003658	0.015800	0.171378	0.063044	0.000007	0.017566	0.000118	5.200316	
2018-11-24 00:00	0.220000	0.110000	0.171000	0.013000	0.044000	0.049000	0.236000	0.369000	0.140000	0.380000	0.017000	0.970000	0.063000	1.070000	0.045000	0.822000	0.143000	0.242000	0.197000	0.529000	0.468000	0.455000	1.040000	0.040000	0.398000	0.156000	0.674000	0.168000	0.064000	0.280000	1.550000	0.505000	0.020000	0.065000	0.061000	0.173535	0.000682	0.004175	0.012967	0.000064	0.006744	0.000036	0.027138	0.018431	0.002786	0.000000	0.122588	0.024132	0.475117	0.139955	0.068813	0.005852	0.035976	0.176957	0.086837	0.315260	0.315260	0.001327	0.050590	0.047495	0.000060	0.087292	0.012585	0.034955	0.170901	0.062449	0.000007	0.027423	0.000118	17.743467	
2018-11-25 00:00	0.320000	0.140000	0.150000	0.013000	0.044000	0.065000	0.273000	0.486000	0.140000	0.380000	0.017000	0.970000	0.089000	1.070000	0.053000	0.872000	0.143000	0.242000	0.197000	0.571000	0.540000	0.455000	0.967000	0.061000	0.324000	0.188000	0.674000	0.149000	0.089000	0.310000	1.640000	0.505000	0.020000	0.172000	0.038000	0.182806	0.000710	0.005310	0.012818	0.000067	0.006666	0.000036	0.028108	0.018254	0.002754	0.000000	0.148131	0.034622	0.507897	0.165452	0.068187	0.005787	0.035887	0.193729	0.101584	0.327439	0.327439	0.001338	0.050481	0.065446	0.000098	0.086289	0.020144	0.050914	0.169918	0.061807	0.000007	0.033879	0.000117	6.949142	
2018-11-26 00:00	0.320000	0.140000	0.130000	0.013000	0.060000	0.065000	0.236000	0.427000	0.140000	0.380000	0.017000	0.970000	0.089000	1.150000	0.053000	0.822000	0.143000	0.242000	0.197000	0.658000	0.540000	0.455000	0.967000	0.070000	0.257000	0.156000	0.674000	0.206000	0.089000	0.310000	1.550000	0.505000	0.020000	0.172000	0.052000	0.187292	0.000717	0.005942	0.012670	0.000072	0.006589	0.000035	0.028510	0.018063	0.002722	0.000000	0.163902	0.040968	0.526129	0.180331	0.067496	0.005720	0.035654	0.203158	0.110313	0.333596	0.333596	0.001342	0.050271	0.076156	0.000119	0.085292	0.024690	0.060393	0.168604	0.061135	0.000007	0.037874	0.000116	1.088406	
2018-11-27 00:00	0.320000	0.140000	0.150000	0.013000	0.060000	0.057000	0.236000	0.427000	0.140000	0.380000	0.011000	0.970000	0.076000	0.996000	0.053000	0.822000	0.143000	0.277000	0.197000	0.658000	0.540000	0.488000	0.967000	0.061000	0.257000	0.156000	0.674000	0.168000	0.089000	0.310000	1.640000	0.433000	0.020000	0.139000	0.071000	0.188344	0.000711	0.006231	0.012523	0.000074	0.006512	0.000035	0.028524	0.017862	0.002690	0.000000	0.171598	0.044190	0.532853	0.187031	0.066763	0.005653	0.035323	0.206332	0.114310	0.335019	0.335019	0.001339	0.049895	0.081260	0.000129	0.084300	0.026942	0.064919	0.166951	0.060443	0.000007	0.039565	0.000116	0.000000	
2018-11-28 00:00	0.320000	0.110000	0.150000	0.013000	0.060000	0.057000	0.236000	0.369000	0.140000	0.380000	0.011000	0.970000	0.076000	0.996000	0.053000	0.772000	0.143000	0.277000	0.197000	0.571000	0.468000	0.488000	0.897000	0.061000	0.257000	0.188000	0.674000	0.121000	0.089000	0.310000	1.550000	0.433000	0.020000	0.086000	0.061000	0.187104	0.000697	0.006292	0.012377	0.000075	0.006435	0.000034	0.028282	0.017655	0.002659	0.000000	0.173838	0.045307	0.531833	0.188246	0.066005	0.005586	0.034927	0.205331	0.115124	0.333265	0.333265	0.001334	0.049411	0.082605	0.000132	0.083313	0.027652	0.066125	0.165084	0.059741	0.000006	0.039713	0.000115	0.013077	
2018-11-29 00:00	0.320000	0.080000	0.150000	0.013000	0.060000	0.049000	0.236000	0.427000	0.140000	0.380000	0.017000	0.970000	0.076000	1.070000	0.053000	0.772000	0.143000	0.277000	0.221000	0.487000	0.468000	0.522000	0.897000	0.053000	0.324000	0.188000	0.674000	0.121000	0.064000	0.280000	1.550000	0.433000	0.009000	0.086000	0.038000	0.184393	0.000680	0.006208	0.012231	0.000075	0.006359	0.000034	0.027880	0.017445	0.002627	0.000000	0.172515	0.045051	0.525787	0.185921	0.065234	0.005519	0.034493	0.201664	0.113873	0.329453	0.329453	0.001326	0.048858	0.081523	0.000130	0.082332	0.027360	0.065189	0.163091	0.059035	0.000006	0.038865	0.000115	0.026333	
2018-11-30 00:00	0.270000	0.080000	0.150000	0.013000	0.060000	0.049000	0.236000	0.310000	0.140000	0.380000	0.011000	0.970000	0.063000	1.150000	0.053000	0.772000	0.143000	0.277000	0.221000	0.487000	0.468000	0.488000	0.967000	0.046000	0.324000	0.188000	0.674000	0.108000	0.064000	0.280000	1.460000	0.505000	0.009000	0.065000	0.052000	0.180854	0.000661	0.006608	0.012086	0.000074	0.006284	0.000034	0.027534	0.017254	0.002596	0.000000	0.169007	0.043947	0.516801	0.181438	0.064474	0.005453	0.034188	0.197333	0.111351	0.324455	0.324455	0.001317	0.048267	0.078959	0.000146	0.081358	0.026452	0.062947	0.161057	0.058497	0.000006	0.037908	0.000122	2.332983	
