@context
jams.components.core.TemporalContext	TimeLoop	396
@ancestors
@filters
@attributes
ID	obsQ_apfelstedt_ingersleben	obsQ_bere_ilfeld	obsQ_bode_bleicherode	obsQ_buttelstedt	obsQ_engnitz_huettengrund	obsQ_erbstrom_ruhla	obsQ_erlbach_thieschitz	obsQ_felda_dorndorf	obsQ_felda_kaltennordheim	obsQ_frieda_grosstoepfer	obsQ_geisleden_geisleden	obsQ_gera_arnstadt	obsQ_gera_gehlberg	obsQ_gera_moebisburg	obsQ_gruempen_almerswind	obsQ_hasel_ellingshausen	obsQ_helbe_wasserthaleben	obsQ_helme_sundhausen	obsQ_herpf_walldorf	obsQ_hoersel_eisenach	obsQ_ilm_grafinau	obsQ_ilm_mellingen	obsQ_ilm_niedertrebra	obsQ_katze_katzhuette	obsQ_kaulsdorf_eichicht	obsQ_lauter_suhl	obsQ_leine_ahrenshausen	obsQ_lossa_frohndorf	obsQ_nahe_hinternah	obsQ_nahe_schleusingen	obsQ_nesse_nessemuehle	obsQ_orla_freienorla	obsQ_otterbach_liebschuetz	obsQ_sondra	obsQ_weida_heidholz	totQ_apfelstedt_ingersleben	totQ_bere_ilfeld	totQ_bode_bleicherode	totQ_buttelstedt	totQ_engnitz_huettengrund	totQ_erbstrom_ruhla	totQ_erlbach_thieschitz	totQ_felda_dorndorf	totQ_felda_kaltennordheim	totQ_frieda_grosstoepfer	totQ_geisleden_geisleden	totQ_gera_arnstadt	totQ_gera_gehlberg	totQ_gera_moebisburg	totQ_hasel_ellingshausen	totQ_helbe_wasserthaleben	totQ_helme_sundhausen	totQ_herpf_walldorf	totQ_hoersel_eisenach	totQ_ilm_grafinau	totQ_ilm_mellingen	totQ_ilm_niedertrebra	totQ_katze_katzhuette	totQ_kaulsdorf_eichicht	totQ_lauter_suhl	totQ_leine_ahrenshausen	totQ_lossa_frohndorf	totQ_nahe_hinternah	totQ_nahe_schleusingen	totQ_nesse_nessemuehle	totQ_orla_freienorla	totQ_otterbach_liebschuetz	totQ_sondra	totQ_weida_heidholz	totQcbm	
@types
JAMSLong	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	
@data
@start
2018-08-01 00:00	0.370000	0.013000	0.171000	0.008000	0.060000	0.057000	0.141000	0.310000	0.170000	0.380000	0.124000	0.570000	0.076000	1.240000	0.062000	0.987000	0.195000	0.390000	0.221000	0.254000	0.397000	0.522000	1.190000	0.040000	0.324000	0.188000	0.775000	0.057000	0.150000	0.310000	1.640000	0.433000	0.002000	0.020000	0.015000	1.389677	0.000000	0.000050	0.000000	0.000000	0.069893	0.000000	0.078620	0.070625	0.003180	0.000000	0.541981	0.000124	2.719521	0.336131	0.453655	0.002480	0.483959	1.813644	0.057189	0.076300	0.076300	0.000858	0.062899	0.000097	0.000000	0.014208	0.000000	0.000000	1.879346	0.052901	0.000003	0.259273	0.000000	1069.758503	
2018-08-02 00:00	1.210000	0.012000	0.194000	0.018000	0.085000	0.057000	0.171000	0.369000	0.200000	0.420000	0.124000	0.760000	0.076000	3.330000	0.062000	1.180000	0.338000	0.390000	0.307000	1.210000	0.703000	0.944000	2.010000	0.053000	0.398000	0.220000	0.775000	0.135000	0.150000	0.310000	2.090000	0.364000	0.002000	0.209000	0.015000	2.228343	0.000000	0.000082	0.031709	0.000000	0.112042	0.000000	0.126543	0.113581	0.005176	0.000000	0.870812	0.000203	4.648800	0.540154	0.728003	0.004153	0.775448	2.906249	0.234441	1.821006	1.821006	0.001566	0.116385	0.000159	0.000000	0.295232	0.000000	0.000000	3.012145	0.092013	0.000005	0.415343	0.000000	379.253681	
2018-08-03 00:00	0.820000	0.012000	0.194000	0.009000	0.060000	0.057000	0.141000	0.369000	0.200000	0.380000	0.124000	0.760000	0.052000	1.800000	0.053000	0.929000	0.297000	0.390000	0.221000	0.658000	0.540000	1.140000	1.610000	0.040000	0.398000	0.188000	0.775000	0.739000	0.117000	0.310000	2.000000	0.364000	0.002000	0.065000	0.015000	2.681155	0.000000	0.000100	0.051140	0.000000	0.134765	0.000000	0.152958	0.137151	0.006341	0.000000	1.048846	0.000249	5.711098	0.651630	0.876728	0.005255	0.932173	3.493994	0.340331	2.873529	2.873529	0.001983	0.147475	0.000195	0.000000	0.466035	0.000000	0.000000	3.622206	0.115149	0.000007	0.499156	0.000000	0.522131	
2018-08-04 00:00	2.780000	0.011000	0.194000	0.005000	0.060000	0.057000	0.141000	0.310000	0.200000	0.380000	0.124000	0.660000	0.052000	2.920000	0.053000	0.822000	0.260000	0.390000	0.197000	0.407000	0.397000	0.726000	1.040000	0.040000	0.257000	0.188000	0.775000	0.542000	0.117000	0.310000	1.730000	0.364000	0.002000	0.047000	0.012000	2.869232	0.000000	0.000110	0.061965	0.000078	0.144159	0.000027	0.164599	0.147411	0.006933	0.000000	1.123401	0.000272	6.176893	0.699573	0.939248	0.005960	0.996456	3.735414	0.396438	3.449878	3.449878	0.002216	0.163320	0.000214	0.000000	0.559656	0.000000	0.000000	3.873658	0.137051	0.000008	0.533407	0.000000	27.558808	
2018-08-05 00:00	1.520000	0.010000	0.194000	0.005000	0.085000	0.057000	0.392000	0.310000	0.200000	0.380000	0.124000	0.570000	0.052000	2.240000	0.053000	0.872000	0.260000	0.390000	0.197000	0.328000	0.468000	0.596000	0.897000	0.053000	0.257000	0.188000	0.721000	0.206000	0.117000	0.310000	1.640000	0.505000	0.002000	0.031000	0.015000	2.880667	0.000000	0.000114	0.066876	0.000127	0.144662	0.000044	0.166369	0.148779	0.007141	0.000000	1.128889	0.000281	6.243114	0.705088	0.944229	0.006394	0.999074	3.745811	0.418555	3.690922	3.690922	0.002307	0.168638	0.000222	0.000000	0.600317	0.000000	0.000000	3.885874	0.147831	0.000008	0.534599	0.000000	0.000000	
2018-08-06 00:00	0.700000	0.010000	0.194000	0.005000	0.060000	0.057000	0.171000	0.310000	0.170000	0.380000	0.124000	0.570000	0.052000	1.440000	0.053000	0.822000	0.260000	0.390000	0.197000	0.290000	0.397000	0.558000	0.897000	0.046000	0.257000	0.188000	0.721000	0.135000	0.089000	0.280000	1.640000	0.364000	0.002000	0.031000	0.018000	2.778887	0.000000	0.000114	0.067832	0.000154	0.139467	0.000055	0.161795	0.144436	0.007100	0.000000	1.090094	0.000279	6.051739	0.683369	0.912315	0.006649	0.962191	3.608205	0.418146	3.708294	3.708294	0.002306	0.167093	0.000222	0.000000	0.605631	0.000000	0.000000	3.744805	0.151182	0.000008	0.514617	0.000000	0.000000	
2018-08-07 00:00	0.370000	0.010000	0.171000	0.006000	0.060000	0.057000	0.141000	0.252000	0.170000	0.380000	0.124000	0.570000	0.052000	1.340000	0.045000	0.772000	0.260000	0.348000	0.197000	0.290000	0.397000	0.558000	1.110000	0.040000	0.196000	0.188000	0.721000	0.135000	0.089000	0.280000	1.550000	0.364000	0.002000	0.031000	0.015000	2.609002	0.000000	0.000111	0.066243	0.000168	0.130845	0.000061	0.153388	0.136646	0.006906	0.000000	1.024638	0.000272	5.703900	0.645226	0.858188	0.006789	0.901565	3.381638	0.403442	3.582360	3.582360	0.002247	0.161301	0.000217	0.000000	0.588276	0.000000	0.000000	3.511577	0.149757	0.000009	0.481912	0.000000	0.000000	
2018-08-08 00:00	0.370000	0.000000	0.171000	0.006000	0.044000	0.057000	0.236000	0.252000	0.170000	0.380000	0.124000	0.570000	0.052000	1.150000	0.036000	0.822000	0.226000	0.348000	0.197000	0.254000	0.241000	0.488000	0.897000	0.035000	0.196000	0.188000	0.721000	0.099000	0.089000	0.280000	1.640000	0.364000	0.002000	0.020000	0.012000	2.402592	0.000000	0.000108	0.063111	0.000172	0.120387	0.000063	0.142905	0.126993	0.006627	0.000000	0.944864	0.000262	5.270544	0.598225	0.792124	0.006861	0.828232	3.107440	0.380279	3.370259	3.370259	0.002156	0.153102	0.000210	0.000000	0.557264	0.000000	0.000000	3.228981	0.145443	0.000009	0.442401	0.000000	0.095064	
2018-08-09 00:00	0.370000	0.000000	0.171000	0.006000	0.044000	0.057000	0.203000	0.252000	0.170000	0.420000	0.124000	0.570000	0.052000	1.150000	0.036000	0.772000	0.226000	0.390000	0.197000	0.254000	0.241000	0.455000	1.040000	0.035000	0.196000	0.156000	0.775000	0.068000	0.089000	0.280000	1.550000	0.305000	0.002000	0.020000	0.012000	2.181317	0.000000	0.000103	0.059141	0.000170	0.109183	0.000064	0.131553	0.116565	0.006309	0.000000	0.859233	0.000250	4.800465	0.547558	0.721175	0.006896	0.749756	2.813957	0.352724	3.111983	3.111983	0.002048	0.143767	0.000201	0.000000	0.518902	0.000000	0.000000	2.926364	0.139555	0.000009	0.400140	0.000000	0.000000	
2018-08-10 00:00	0.270000	0.010000	0.194000	0.005000	0.044000	0.057000	0.171000	0.252000	0.140000	0.420000	0.092000	0.570000	0.052000	1.150000	0.036000	0.724000	0.226000	0.390000	0.197000	0.254000	0.241000	0.423000	0.967000	0.031000	0.139000	0.156000	0.775000	0.057000	0.089000	0.280000	1.640000	0.364000	0.002000	0.031000	0.015000	1.959620	0.000000	0.000099	0.054813	0.000165	0.097961	0.000063	0.120135	0.106086	0.005983	0.000000	0.773393	0.000237	4.326322	0.496687	0.650042	0.006915	0.671184	2.520091	0.323553	2.834948	2.834948	0.001936	0.134150	0.000193	0.000000	0.477512	0.000000	0.000000	2.623297	0.132993	0.000008	0.357835	0.000000	0.000000	
2018-08-11 00:00	0.220000	0.011000	0.171000	0.006000	0.044000	0.057000	0.141000	0.252000	0.140000	0.420000	0.092000	0.570000	0.052000	1.070000	0.036000	0.724000	0.226000	0.390000	0.197000	0.254000	0.241000	0.423000	0.967000	0.035000	0.196000	0.156000	0.721000	0.048000	0.089000	0.280000	1.640000	0.305000	0.002000	0.031000	0.015000	1.746749	0.000000	0.000094	0.050451	0.000157	0.087185	0.000062	0.109167	0.096021	0.005670	0.000000	0.690958	0.000226	3.869151	0.447832	0.581736	0.006931	0.595745	2.237942	0.294599	2.557430	2.557430	0.001826	0.124806	0.000184	0.000000	0.435975	0.000000	0.000000	2.332309	0.126356	0.000008	0.317219	0.000000	0.000000	
2018-08-12 00:00	0.220000	0.010000	0.194000	0.006000	0.044000	0.057000	0.141000	0.252000	0.140000	0.420000	0.092000	0.570000	0.052000	1.070000	0.045000	0.724000	0.195000	0.390000	0.197000	0.218000	0.241000	0.423000	0.967000	0.031000	0.139000	0.156000	0.721000	0.048000	0.089000	0.280000	1.640000	0.364000	0.000000	0.020000	0.015000	1.548259	0.000000	0.000090	0.046259	0.000148	0.077137	0.000060	0.098960	0.086650	0.005381	0.000000	0.614100	0.000215	3.441702	0.402324	0.518065	0.006954	0.525378	1.974775	0.267026	2.291119	2.291119	0.001724	0.116074	0.000176	0.000000	0.396134	0.000000	0.000000	2.060922	0.120024	0.000008	0.279329	0.000000	0.000000	
2018-08-13 00:00	0.170000	0.010000	0.194000	0.006000	0.044000	0.057000	0.141000	0.252000	0.170000	0.460000	0.108000	0.570000	0.052000	1.070000	0.045000	0.772000	0.195000	0.390000	0.197000	0.254000	0.241000	0.423000	0.967000	0.031000	0.139000	0.156000	0.721000	0.040000	0.089000	0.250000	1.640000	0.364000	0.000000	0.031000	0.015000	1.367117	0.000000	0.000087	0.042363	0.000139	0.067964	0.000058	0.089679	0.078122	0.005123	0.000000	0.543983	0.000205	3.050915	0.360879	0.459998	0.006987	0.461120	1.734469	0.241517	2.043028	2.043028	0.001632	0.108145	0.000170	0.000000	0.359093	0.000000	0.000000	1.813154	0.114224	0.000008	0.244723	0.000000	0.000000	
2018-08-14 00:00	0.170000	0.013000	0.219000	0.006000	0.044000	0.057000	0.141000	0.427000	0.170000	0.460000	0.108000	0.660000	0.052000	1.150000	0.045000	0.724000	0.195000	0.390000	0.197000	0.407000	0.241000	0.423000	0.829000	0.035000	0.196000	0.156000	0.833000	0.048000	0.089000	0.250000	1.730000	0.364000	0.002000	0.031000	0.018000	1.204517	0.000000	0.000084	0.038828	0.000131	0.059727	0.000056	0.081393	0.070498	0.004899	0.000000	0.481073	0.000196	2.699737	0.323785	0.407924	0.007033	0.403386	1.518583	0.218422	1.816896	1.816896	0.001551	0.101105	0.000164	0.000000	0.325441	0.000000	0.000000	1.590620	0.109076	0.000008	0.213621	0.000000	0.000000	
2018-08-15 00:00	0.170000	0.013000	0.194000	0.006000	0.044000	0.057000	0.171000	0.310000	0.111000	0.420000	0.092000	0.570000	0.052000	1.070000	0.045000	0.724000	0.195000	0.390000	0.197000	0.328000	0.241000	0.423000	1.040000	0.035000	0.196000	0.156000	0.775000	0.052000	0.064000	0.250000	1.640000	0.364000	0.002000	0.020000	0.018000	1.060471	0.000000	0.000081	0.035683	0.000123	0.052427	0.000054	0.074103	0.063780	0.004708	0.000000	0.425377	0.000189	2.388441	0.291047	0.361848	0.007093	0.352178	1.327128	0.197867	1.614216	1.614216	0.001481	0.094970	0.000159	0.000000	0.295412	0.000000	0.000000	1.393333	0.104626	0.000008	0.186026	0.000000	0.000000	
2018-08-16 00:00	0.220000	0.012000	0.194000	0.006000	0.060000	0.057000	0.171000	0.310000	0.111000	0.380000	0.092000	0.660000	0.052000	1.070000	0.045000	0.772000	0.195000	0.390000	0.197000	0.290000	0.241000	0.393000	0.967000	0.035000	0.196000	0.156000	0.775000	0.052000	0.064000	0.250000	1.640000	0.364000	0.002000	0.011000	0.018000	0.934234	0.000000	0.000079	0.032928	0.000116	0.046026	0.000053	0.067769	0.057930	0.004550	0.000000	0.376607	0.000183	2.115577	0.262490	0.321528	0.007165	0.307235	1.159123	0.179823	1.434986	1.434986	0.001422	0.089711	0.000155	0.000000	0.269005	0.000000	0.000000	1.220279	0.100870	0.000009	0.161797	0.000000	0.000000	
2018-08-17 00:00	0.170000	0.011000	0.194000	0.014000	0.044000	0.057000	0.141000	0.310000	0.111000	0.340000	0.092000	0.660000	0.063000	1.070000	0.045000	0.724000	0.195000	0.390000	0.197000	0.290000	0.241000	0.455000	1.040000	0.031000	0.139000	0.156000	0.775000	0.048000	0.064000	0.250000	1.640000	0.364000	0.000000	0.011000	0.022000	0.824606	0.000000	0.000077	0.030547	0.000110	0.040464	0.000051	0.062325	0.052890	0.004422	0.000000	0.334296	0.000179	1.878655	0.237829	0.286577	0.007249	0.268136	1.012994	0.164172	1.278247	1.278247	0.001374	0.085271	0.000152	0.000000	0.246070	0.000000	0.000000	1.069830	0.097776	0.000009	0.140709	0.000000	0.204819	
2018-08-18 00:00	0.220000	0.010000	0.194000	0.024000	0.110000	0.057000	0.351000	0.310000	0.111000	0.340000	0.092000	0.760000	0.063000	1.240000	0.053000	0.872000	0.195000	0.390000	0.197000	0.254000	0.703000	0.558000	1.800000	0.046000	0.477000	0.188000	0.775000	0.262000	0.089000	0.250000	1.640000	1.200000	0.008000	0.011000	0.108000	0.730146	0.000000	0.000076	0.028515	0.000104	0.035667	0.000050	0.057692	0.048587	0.004321	0.000000	0.297881	0.000175	1.674615	0.216722	0.256525	0.007342	0.234376	0.886849	0.150734	1.142467	1.142467	0.001335	0.081579	0.000149	0.000000	0.226364	0.000000	0.000000	0.940029	0.095292	0.000009	0.122489	0.000000	0.000000	
2018-08-19 00:00	0.220000	0.010000	0.194000	0.009000	0.085000	0.057000	0.203000	0.252000	0.111000	0.340000	0.092000	0.660000	0.052000	1.070000	0.045000	0.724000	0.195000	0.390000	0.197000	0.254000	0.468000	0.522000	1.190000	0.040000	0.257000	0.156000	0.721000	0.846000	0.089000	0.250000	1.640000	0.433000	0.002000	0.011000	0.044000	0.649314	0.000000	0.000075	0.026799	0.000100	0.031559	0.000050	0.053785	0.044946	0.004243	0.000000	0.266763	0.000172	1.500162	0.198802	0.230873	0.007443	0.205417	0.778669	0.139307	1.025810	1.025810	0.001304	0.078556	0.000148	0.000000	0.209599	0.000000	0.000000	0.828787	0.093355	0.000009	0.106850	0.000000	0.000000	
2018-08-20 00:00	0.170000	0.010000	0.194000	0.008000	0.060000	0.057000	0.171000	0.252000	0.111000	0.340000	0.092000	0.490000	0.041000	1.070000	0.045000	0.724000	0.195000	0.390000	0.197000	0.218000	0.241000	0.488000	1.110000	0.031000	0.196000	0.156000	0.721000	0.458000	0.089000	0.230000	1.550000	0.364000	0.002000	0.011000	0.026000	0.580570	0.000000	0.000075	0.025367	0.000096	0.028061	0.000049	0.050520	0.041890	0.004187	0.000000	0.240343	0.000170	1.351976	0.183704	0.209122	0.007551	0.180718	0.686437	0.129673	0.926318	0.926318	0.001281	0.076122	0.000147	0.000000	0.195466	0.000000	0.000000	0.734015	0.091901	0.000009	0.093501	0.000000	0.000000	
2018-08-21 00:00	0.220000	0.011000	0.194000	0.008000	0.060000	0.057000	0.171000	0.310000	0.086000	0.340000	0.092000	0.490000	0.041000	1.150000	0.053000	0.724000	0.195000	0.390000	0.197000	0.254000	0.241000	0.488000	0.967000	0.031000	0.196000	0.156000	0.721000	0.206000	0.089000	0.250000	1.640000	0.433000	0.002000	0.011000	0.022000	0.522439	0.000000	0.000074	0.024185	0.000093	0.025100	0.000049	0.047816	0.039345	0.004149	0.000000	0.218043	0.000169	1.226860	0.171075	0.190791	0.007663	0.159764	0.608213	0.121621	0.842035	0.842035	0.001264	0.074200	0.000146	0.000000	0.183658	0.000000	0.000000	0.653709	0.090866	0.000009	0.082165	0.000000	0.000000	
2018-08-22 00:00	0.220000	0.011000	0.171000	0.008000	0.060000	0.057000	0.171000	0.310000	0.086000	0.340000	0.092000	0.490000	0.041000	1.150000	0.053000	0.724000	0.195000	0.390000	0.197000	0.218000	0.241000	0.455000	1.040000	0.031000	0.196000	0.124000	0.721000	0.108000	0.064000	0.250000	1.640000	0.433000	0.002000	0.011000	0.018000	0.473540	0.000000	0.000074	0.023221	0.000090	0.022605	0.000049	0.045597	0.037244	0.004125	0.000000	0.199326	0.000168	1.121821	0.160587	0.175433	0.007777	0.142070	0.542189	0.114947	0.771083	0.771083	0.001252	0.072717	0.000146	0.000000	0.173880	0.000000	0.000000	0.585997	0.090188	0.000009	0.072583	0.000000	0.000000	
2018-08-23 00:00	0.220000	0.010000	0.171000	0.008000	0.110000	0.057000	0.203000	0.252000	0.086000	0.340000	0.078000	0.490000	0.041000	1.070000	0.053000	0.929000	0.195000	0.390000	0.197000	0.218000	0.621000	0.423000	0.967000	0.040000	0.257000	0.156000	0.674000	0.082000	0.064000	0.250000	1.640000	0.673000	0.002000	0.011000	0.018000	0.432614	0.000000	0.000074	0.022444	0.000089	0.020514	0.000049	0.043794	0.035523	0.004115	0.000000	0.183702	0.000168	1.034121	0.151943	0.162639	0.007893	0.127195	0.486712	0.109464	0.711714	0.711714	0.001251	0.071606	0.000146	0.000000	0.165857	0.000000	0.000000	0.529168	0.089809	0.000009	0.064518	0.000000	0.005435	
2018-08-24 00:00	0.220000	0.010000	0.171000	0.008000	0.171000	0.057000	0.273000	0.252000	0.086000	0.340000	0.078000	0.570000	0.052000	1.150000	0.062000	0.929000	0.195000	0.390000	0.175000	0.254000	0.621000	0.423000	1.190000	0.061000	0.324000	0.156000	0.674000	0.082000	0.089000	0.250000	1.640000	0.505000	0.002000	0.011000	0.022000	0.398528	0.000000	0.000075	0.021827	0.000087	0.018769	0.000049	0.042345	0.034126	0.004114	0.000000	0.170729	0.000168	0.961291	0.144871	0.152041	0.008009	0.114743	0.440296	0.105001	0.662329	0.662329	0.001276	0.070809	0.000147	0.000000	0.159339	0.000000	0.000000	0.481686	0.089680	0.000009	0.057757	0.000000	0.019411	
2018-08-25 00:00	0.220000	0.012000	0.194000	0.008000	0.216000	0.057000	0.236000	0.310000	0.086000	0.380000	0.078000	0.490000	0.052000	1.150000	0.062000	0.987000	0.195000	0.390000	0.197000	0.254000	0.621000	0.558000	1.040000	0.061000	0.257000	0.188000	0.721000	0.099000	0.089000	0.280000	1.640000	0.673000	0.002000	0.020000	0.022000	0.370275	0.000000	0.000075	0.021346	0.000086	0.017319	0.000049	0.041194	0.033004	0.004122	0.000000	0.160013	0.000169	0.901135	0.139133	0.143313	0.008123	0.104360	0.401618	0.101404	0.621490	0.621490	0.001298	0.070271	0.000148	0.000000	0.154101	0.000000	0.000000	0.442183	0.089752	0.000009	0.052111	0.000000	0.002229	
2018-08-26 00:00	0.170000	0.012000	0.194000	0.006000	0.110000	0.057000	0.171000	0.369000	0.086000	0.340000	0.078000	0.490000	0.041000	1.070000	0.062000	0.929000	0.195000	0.390000	0.197000	0.254000	0.468000	0.522000	1.190000	0.053000	0.324000	0.156000	0.721000	0.108000	0.089000	0.250000	1.640000	0.433000	0.002000	0.020000	0.032000	0.346970	0.000000	0.000075	0.020978	0.000085	0.016120	0.000049	0.040294	0.032113	0.004136	0.000000	0.151211	0.000169	0.851724	0.134520	0.136168	0.008236	0.095736	0.369518	0.098539	0.587923	0.587923	0.001314	0.069947	0.000148	0.000000	0.149942	0.000000	0.000000	0.409456	0.089986	0.000010	0.047412	0.000000	0.000000	
2018-08-27 00:00	0.170000	0.012000	0.171000	0.006000	0.060000	0.057000	0.171000	0.310000	0.111000	0.340000	0.078000	0.490000	0.041000	1.070000	0.062000	0.872000	0.195000	0.390000	0.175000	0.254000	0.468000	0.522000	1.110000	0.046000	0.257000	0.156000	0.721000	0.090000	0.089000	0.250000	1.640000	0.364000	0.002000	0.011000	0.018000	0.327841	0.000000	0.000076	0.020705	0.000085	0.015133	0.000050	0.039602	0.031414	0.004155	0.000000	0.144022	0.000170	0.811371	0.130848	0.130355	0.008345	0.088601	0.342981	0.096286	0.560506	0.560506	0.001326	0.069795	0.000149	0.000000	0.146688	0.000000	0.000000	0.382460	0.090347	0.000010	0.043516	0.000000	0.000000	
2018-08-28 00:00	0.170000	0.012000	0.171000	0.006000	0.060000	0.057000	0.171000	0.310000	0.111000	0.340000	0.092000	0.490000	0.041000	1.070000	0.053000	0.872000	0.195000	0.390000	0.175000	0.254000	0.397000	0.455000	1.110000	0.040000	0.196000	0.156000	0.721000	0.082000	0.089000	0.250000	1.640000	0.364000	0.002000	0.011000	0.015000	0.312221	0.000000	0.000076	0.020510	0.000085	0.014324	0.000050	0.039081	0.030874	0.004178	0.000000	0.138185	0.000171	0.778619	0.127959	0.125658	0.008451	0.082720	0.321131	0.094544	0.538263	0.538263	0.001337	0.069781	0.000150	0.000000	0.144187	0.000000	0.000000	0.360285	0.090803	0.000010	0.040298	0.000000	0.000000	
2018-08-29 00:00	0.170000	0.011000	0.171000	0.006000	0.060000	0.049000	0.171000	0.310000	0.111000	0.340000	0.092000	0.490000	0.041000	0.996000	0.053000	0.872000	0.167000	0.348000	0.175000	0.218000	0.241000	0.455000	1.040000	0.040000	0.196000	0.124000	0.674000	0.075000	0.064000	0.230000	1.640000	0.364000	0.002000	0.011000	0.015000	0.299536	0.000000	0.000077	0.020378	0.000085	0.013664	0.000050	0.038702	0.030467	0.004204	0.000000	0.133477	0.000172	0.752211	0.125718	0.121891	0.008553	0.077891	0.303213	0.093222	0.520349	0.520349	0.001354	0.069875	0.000152	0.000000	0.142307	0.000000	0.000000	0.342152	0.091329	0.000010	0.037648	0.000000	0.005924	
2018-08-30 00:00	0.170000	0.013000	0.194000	0.006000	0.060000	0.049000	0.236000	0.369000	0.111000	0.340000	0.108000	0.490000	0.041000	0.996000	0.062000	0.929000	0.167000	0.390000	0.197000	0.290000	0.397000	0.455000	1.040000	0.046000	0.257000	0.156000	0.899000	0.075000	0.089000	0.280000	1.640000	0.764000	0.002000	0.011000	0.022000	0.289293	0.000000	0.000077	0.020298	0.000085	0.013129	0.000051	0.038436	0.030166	0.004231	0.000000	0.129706	0.000174	0.731074	0.124009	0.118894	0.008651	0.073943	0.288580	0.092244	0.506038	0.506038	0.001367	0.070052	0.000153	0.000000	0.140935	0.000000	0.000000	0.327392	0.091903	0.000010	0.035473	0.000000	0.012851	
2018-08-31 00:00	0.170000	0.013000	0.194000	0.006000	0.060000	0.049000	0.236000	0.369000	0.111000	0.340000	0.092000	0.490000	0.041000	1.070000	0.062000	0.872000	0.167000	0.348000	0.197000	0.254000	0.397000	0.423000	1.190000	0.046000	0.324000	0.124000	0.721000	0.090000	0.089000	0.250000	1.640000	0.505000	0.002000	0.011000	0.026000	0.281074	0.000000	0.000078	0.020259	0.000085	0.012697	0.000051	0.038262	0.029952	0.004260	0.000000	0.126710	0.000175	0.714292	0.122734	0.116534	0.008743	0.070727	0.276681	0.091547	0.494710	0.494710	0.001378	0.070290	0.000154	0.000000	0.139975	0.000000	0.000000	0.315436	0.092506	0.000010	0.033696	0.000000	0.000000	
2018-09-01 00:00	0.170000	0.013000	0.171000	0.006000	0.060000	0.049000	0.203000	0.310000	0.111000	0.340000	0.078000	0.490000	0.041000	1.070000	0.053000	0.724000	0.167000	0.348000	0.175000	0.218000	0.241000	0.423000	0.897000	0.040000	0.257000	0.124000	0.721000	0.062000	0.089000	0.250000	1.640000	0.364000	0.002000	0.011000	0.018000	0.274526	0.000000	0.000079	0.020251	0.000086	0.012350	0.000052	0.038161	0.029808	0.004288	0.000000	0.124351	0.000176	0.701090	0.121809	0.114694	0.008831	0.068120	0.267049	0.091074	0.485837	0.485837	0.001388	0.070572	0.000155	0.000000	0.139346	0.000000	0.000000	0.305801	0.093123	0.000010	0.032249	0.000000	0.000000	
2018-09-02 00:00	0.120000	0.012000	0.194000	0.009000	0.060000	0.049000	0.273000	0.310000	0.111000	0.340000	0.078000	0.570000	0.052000	1.070000	0.053000	0.772000	0.167000	0.348000	0.175000	0.218000	0.468000	0.423000	1.110000	0.040000	0.257000	0.092000	0.721000	0.068000	0.089000	0.230000	1.640000	0.433000	0.002000	0.020000	0.018000	0.269347	0.000000	0.000079	0.020268	0.000086	0.012074	0.000052	0.038116	0.029719	0.004317	0.000000	0.122513	0.000177	0.690814	0.121164	0.113278	0.008913	0.066015	0.259290	0.090781	0.478972	0.478972	0.001408	0.070882	0.000156	0.000000	0.138979	0.000000	0.000000	0.298079	0.093740	0.000010	0.031074	0.000000	0.720966	
2018-09-03 00:00	0.320000	0.013000	0.194000	0.016000	0.085000	0.065000	0.434000	0.427000	0.111000	0.380000	0.078000	0.660000	0.063000	1.670000	0.062000	1.110000	0.167000	0.348000	0.197000	0.571000	0.880000	0.488000	1.800000	0.053000	0.750000	0.188000	0.775000	0.090000	0.089000	0.280000	1.730000	0.870000	0.017000	0.086000	0.038000	0.265286	0.000000	0.000080	0.020304	0.000087	0.011855	0.000053	0.038114	0.029672	0.004344	0.000000	0.121100	0.000178	0.682916	0.120741	0.112205	0.008990	0.064324	0.253070	0.090627	0.473739	0.473739	0.001434	0.071474	0.000157	0.000000	0.138816	0.000000	0.000000	0.291927	0.094348	0.000010	0.030125	0.000000	0.313013	
