  *WEL.ASC - GER                                 13.10.2015 11:30

  Ergebnisse GewaesserImmission-SimulationsMOdell    : GISMO 4.10 
  ====================================================
                                                      
  SYDRO Consult GmbH - Darmstadt                      
  SYDRO Software GbR - Dieburg                        
                                                      
   xxxxxxxxxxxxx                          
   yyyyyyyyyyyyyyyyyyy                    
   zzzzzzzzzzzzzzzzzzzzzzz                
   Datum der Simulation   : 13.10.2015 11:30 Uhr
   Wellenausgabe - Gerinne: GER             
  
 Datum_Zeit                    Qzu              Qab             Qtzu             Qtab           Qurbzu           Qnatzu           Qurbab           Qnatab              WSP            Aquer            VDyna             MVol            cO2zu            cO2ab           O2Saet           cBSBzu           cBSBab           cAFSzu           cAFSab           cCSBzu           cCSBab             cTOC             cPO4             cNH4             cNO2             cNO3              Tzu              Tab               pH              ALK              SIC              NH3  G  S
 -                           cbm/s            cbm/s            cbm/s            cbm/s            cbm/s            cbm/s            cbm/s            cbm/s                m               qm              m/s                %             mg/l             mg/l                %             mg/l             mg/l             mg/l             mg/l             mg/l             mg/l             mg/l             mg/l             mg/l             mg/l             mg/l               °C               °C                -           mmol/l           mmol/l             mg/l  -  -
 24.06.1970 13:50          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.62193          9.50284         97.84680          2.95616          2.92191         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.59863         16.55711          7.96860          3.97083          4.05600          0.00465  F  T
 24.06.1970 13:55          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.62189          9.50268         97.84509          2.95615          2.92188         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.60177         16.56342          7.96860          3.97083          4.05600          0.00465  F  T
 24.06.1970 14:00          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.61781          9.50258         97.84413          2.95610          2.92185         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.60770         16.56902          7.96860          3.97083          4.05600          0.00465  F  T
 24.06.1970 14:05          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.61433          9.50252         97.84351          2.95605          2.92182         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.61359         16.57458          7.96860          3.97083          4.05600          0.00465  F  T
 24.06.1970 14:10          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.61257          9.50248         97.84308          2.95601          2.92179         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.61806         16.57992          7.96860          3.97083          4.05600          0.00465  F  T
 24.06.1970 14:15          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.61159          9.50246         97.84280          2.95598          2.92177         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.62222         16.58470          7.96860          3.97083          4.05600          0.00465  F  T
 24.06.1970 14:20          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.61095          9.50244         97.84261          2.95596          2.92176         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.62676         16.58879          7.96860          3.97083          4.05600          0.00465  F  T
 24.06.1970 14:25          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.61052          9.50243         97.84251          2.95593          2.92174         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.63143         16.59236          7.96860          3.97083          4.05600          0.00465  F  T
 24.06.1970 14:30          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.61024          9.50242         97.84243          2.95591          2.92173         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.63577         16.59569          7.96860          3.97083          4.05600          0.00465  F  T
 24.06.1970 14:35          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.61006          9.50241         97.84237          2.95589          2.92172         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.63957         16.59893          7.96860          3.97083          4.05600          0.00465  F  T
 24.06.1970 14:40          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.60994          9.49946         97.84462          2.95588          2.92163         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.64294         16.60235          7.96860          3.97083          4.05600          0.00466  F  T
 24.06.1970 14:45          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.60986          9.47205         97.86549          2.95586          2.92092         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.64612         16.60827          7.96860          3.97083          4.05600          0.00471  F  T
 24.06.1970 14:50          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.60981          9.47173         97.86217          2.95585          2.92087         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.64928         16.61402          7.96860          3.97083          4.05600          0.00471  F  T
 24.06.1970 14:55          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.60977          9.47157         97.86050          2.95584          2.92084         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.65236         16.61847          7.96860          3.97083          4.05600          0.00471  F  T
 24.06.1970 15:00          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.60166          9.47148         97.85954          2.95574          2.92081         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.66130         16.62266          7.96860          3.97083          4.05600          0.00471  F  T
 24.06.1970 15:05          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.59472          9.47142         97.85892          2.95564          2.92078         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.67063         16.62721          7.96860          3.97083          4.05600          0.00471  F  T
 24.06.1970 15:10          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.59123          9.47138         97.85851          2.95557          2.92076         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.67761         16.63185          7.96860          3.97083          4.05600          0.00471  F  T
 24.06.1970 15:15          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.58929          9.47135         97.85824          2.95551          2.92074         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.68447         16.63614          7.96860          3.97083          4.05600          0.00471  F  T
 24.06.1970 15:20          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.58803          9.47133         97.85807          2.95546          2.92072         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.69250         16.63990          7.96860          3.97083          4.05600          0.00471  F  T
 24.06.1970 15:25          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.58718          9.47132         97.85794          2.95541          2.92071         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.70109         16.64325          7.96860          3.97083          4.05600          0.00471  F  T
 24.06.1970 15:30          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.58663          9.47132         97.85787          2.95537          2.92070         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.70928         16.64643          7.96860          3.97083          4.05600          0.00471  F  T
 24.06.1970 15:35          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.58627          9.47131         97.85783          2.95533          2.92068         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.71655         16.64958          7.96860          3.97083          4.05600          0.00471  F  T
 24.06.1970 15:40          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.58604          9.46544         97.86216          2.95530          2.92052         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.72305         16.65323          7.96860          3.97083          4.05600          0.00472  F  T
 24.06.1970 15:45          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.58588          9.41103         97.90215          2.95527          2.91907         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.72927         16.66221          7.96860          3.97083          4.05600          0.00482  F  T
 24.06.1970 15:50          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.58578          9.41040         97.89561          2.95525          2.91897         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.73548         16.67131          7.96860          3.97083          4.05600          0.00482  F  T
 24.06.1970 15:55          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.58570          9.41009         97.89231          2.95523          2.91890         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.74158         16.67828          7.96860          3.97083          4.05600          0.00482  F  T
 24.06.1970 16:00          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.58162          9.40991         97.89046          2.95517          2.91884         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.75026         16.68525          7.96860          3.97083          4.05600          0.00482  F  T
 24.06.1970 16:05          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57814          9.40979         97.88926          2.95511          2.91879         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.75853         16.69333          7.96860          3.97083          4.05600          0.00482  F  T
 24.06.1970 16:10          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57639          9.40971         97.88846          2.95506          2.91875         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.76491         16.70189          7.96860          3.97083          4.05600          0.00482  F  T
 24.06.1970 16:15          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57541          9.40966         97.88792          2.95503          2.91871         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.77051         16.70999          7.96860          3.97083          4.05600          0.00482  F  T
 24.06.1970 16:20          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57478          9.40963         97.88757          2.95500          2.91867         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.77610         16.71718          7.96860          3.97083          4.05600          0.00482  F  T
 24.06.1970 16:25          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57436          9.40961         97.88735          2.95497          2.91864         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.78149         16.72365          7.96860          3.97083          4.05600          0.00482  F  T
 24.06.1970 16:30          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57409          9.40960         97.88721          2.95495          2.91861         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.78634         16.72987          7.96860          3.97083          4.05600          0.00482  F  T
 24.06.1970 16:35          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57391          9.40959         97.88712          2.95493          2.91859         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.79048         16.73608          7.96860          3.97083          4.05600          0.00482  F  T
 24.06.1970 16:40          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57379          9.40667         97.88914          2.95491          2.91849         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.79408         16.74242          7.96860          3.97083          4.05600          0.00483  F  T
 24.06.1970 16:45          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57372          9.37966         97.90825          2.95490          2.91773         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.79741         16.75106          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 16:50          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57367          9.37935         97.90499          2.95489          2.91767         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.80067         16.75916          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 16:55          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57363          9.37919         97.90334          2.95488          2.91763         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.80381         16.76546          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 17:00          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57361          9.37910         97.90242          2.95487          2.91760         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.80669         16.77106          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 17:05          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57359          9.37905         97.90184          2.95486          2.91757         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.80913         16.77662          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 17:10          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57358          9.37901         97.90143          2.95486          2.91754         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81107         16.78197          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 17:15          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37898         97.90117          2.95486          2.91752         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81253         16.78674          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 17:20          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37897         97.90099          2.95485          2.91750         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81358         16.79083          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 17:25          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37895         97.90089          2.95485          2.91748         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81431         16.79440          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 17:30          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37895         97.90082          2.95485          2.91747         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81481         16.79773          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 17:35          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37894         97.90077          2.95485          2.91746         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81515         16.80098          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 17:40          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37894         97.90073          2.95485          2.91745         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81538         16.80409          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 17:45          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37894         97.90071          2.95485          2.91744         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81553         16.80692          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 17:50          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37894         97.90070          2.95485          2.91743         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81563         16.80932          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 17:55          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37894         97.90070          2.95485          2.91743         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81569         16.81121          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 18:00          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37893         97.90068          2.95485          2.91743         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81573         16.81263          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 18:05          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37893         97.90068          2.95485          2.91743         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81576         16.81365          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 18:10          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37893         97.90067          2.95485          2.91742         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81576         16.81436          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 18:15          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37893         97.90068          2.95485          2.91742         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81577         16.81484          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 18:20          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37894         97.90070          2.95485          2.91742         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81577         16.81517          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 18:25          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37893         97.90068          2.95485          2.91742         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81577         16.81540          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 18:30          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37893         97.90068          2.95485          2.91742         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81577         16.81554          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 18:35          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37893         97.90067          2.95485          2.91742         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81577         16.81564          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 18:40          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37893         97.90068          2.95485          2.91742         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81577         16.81570          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 18:45          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37893         97.90068          2.95485          2.91742         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81577         16.81573          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 18:50          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37894         97.90070          2.95485          2.91742         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81577         16.81576          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 18:55          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37893         97.90068          2.95485          2.91742         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81577         16.81577          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 19:00          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37893         97.90067          2.95485          2.91742         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81577         16.81577          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 19:05          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37893         97.90068          2.95485          2.91742         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81577         16.81577          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 19:10          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37893         97.90068          2.95485          2.91742         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81577         16.81577          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 19:15          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37893         97.90068          2.95485          2.91742         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81577         16.81577          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 19:20          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37894         97.90070          2.95485          2.91742         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81577         16.81577          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 19:25          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37893         97.90067          2.95485          2.91742         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81577         16.81577          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 19:30          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37893         97.90068          2.95485          2.91742         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81577         16.81577          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 19:35          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37893         97.90068          2.95485          2.91742         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81577         16.81577          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 19:40          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37893         97.90068          2.95485          2.91742         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81577         16.81577          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 19:45          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37893         97.90068          2.95485          2.91742         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81577         16.81577          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 19:50          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37894         97.90068          2.95485          2.91742         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81577         16.81578          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 19:55          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37893         97.90068          2.95485          2.91742         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81577         16.81578          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 20:00          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37893         97.90068          2.95485          2.91742         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81577         16.81578          7.96860          3.97083          4.05600          0.00488  F  T
 24.06.1970 20:05          0.07291          0.07291          0.07291          0.07291          0.00071          0.07220          0.00071          0.07220          0.00945          0.03033          2.40403          0.97237          8.57357          9.37893         97.90068          2.95485          2.91742         14.85415         14.85415          5.94166          5.94166          5.94166          0.09903          0.16662          0.04951          3.16888         16.81577         16.81578          7.96860          3.97083          4.05600          0.00488  F  T
